hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
GCF_030718785.1|NZ_CP132189.1|NZ_CP132189.1_341	clust_rep_seq	6397	367	Menshen__NsnA	4.6e-83	279.0	0.914	0.962	14	366
GCF_042940635.1|NZ_CP134976.1|NZ_CP134976.1_1177	clust_rep_seq	6411	119	Lugos__Lugos	5.3e-18	64.4	0.506	0.908	1	108
GCF_042940635.1|NZ_CP134976.1|NZ_CP134976.1_1208	clust_rep_seq	6418	315	Aristaios__Aristaios	9.100000000000001e-42	143.2	0.611	0.997	2	315
GCF_042940635.1|NZ_CP134976.1|NZ_CP134976.1_1228	clust_rep_seq	6422	266	Aristaios__Aristaios	2.8999999999999996e-23	82.4	0.517	0.883	4	238
GCF_045004315.1|NZ_CP173387.1|NZ_CP173387.1_2569	clust_rep_seq	6441	239	CBASS__Endonuc_small	1.8e-17	63.4	0.647	0.699	9	175
GCF_045004315.1|NZ_CP173387.1|NZ_CP173387.1_2569	clust_rep_seq	6441	239	PD_DExK_I_II_III_IV_V_VI_5	8.6e-29	99.2	0.717	0.381	2	92
GCF_045004315.1|NZ_CP173387.1|NZ_CP173387.1_2569	clust_rep_seq	6441	239	Damona__VCA0399	9e-64	214.9	0.815	0.967	1	231
GCF_045278325.1|NZ_CP128803.1|NZ_CP128803.1_1185	clust_rep_seq	6452	302	Aristaios__Aristaios	5.2e-46	157.1	0.607	0.964	8	298
GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1710	clust_rep_seq	6479	273	RM_Type_II__Type_II_REase19	5.2e-23	81.5	0.544	0.634	101	273
GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1710	clust_rep_seq	6479	273	VcaM4I__VcaM4I	8.700000000000001e-63	212.5	0.525	0.74	70	271
GCF_045586155.1|NZ_CP169050.1|NZ_CP169050.1_1715	clust_rep_seq	6482	215	VP1848__VP1848	8.000000000000001e-69	230.9	0.977	0.977	3	212
GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1893	clust_rep_seq	6517	268	Uzume__UzuA	1.3e-91	306.4	0.989	0.993	3	268
GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1901	clust_rep_seq	6521	230	Aristaios__Aristaios	7.400000000000001e-26	90.9	0.579	0.943	8	224
GCF_052545415.1|NZ_CM127143.1|NZ_CM127143.1_324	clust_rep_seq	6528	350	Dpd__DpdB	4.7e-08	31.4	0.487	0.491	15	186
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1166	clust_rep_seq	6536	458	Gao_Qat__QatA	5.2e-08	31.5	0.417	0.544	18	266
GCF_052591495.1|NZ_CM127328.1|NZ_CM127328.1_1166	clust_rep_seq	6536	458	Pif__PifA	7.7e-12	43.8	0.416	0.692	9	325
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1389	clust_rep_seq	6555	310	Abi2__Abi_2	5e-48	163.3	0.994	0.606	42	229
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1389	clust_rep_seq	6555	310	AbiD__AbiD	4.5e-78	262.4	0.926	0.955	9	304
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2004	clust_rep_seq	6584	150	Cernunnos__VCA0410	8.1e-44	148.5	0.777	0.947	8	149
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2026	clust_rep_seq	6586	289	MMB_gp29_gp30__gp29	7.7e-09	34.3	0.952	0.976	5	286
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2055	clust_rep_seq	6589	532	Paris_I__AriB_DUF4435_I	7.8e-16	58.3	0.63	0.38	293	494
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2055	clust_rep_seq	6589	532	Paris_II_merge__AAA_21_DUF4435	4.9e-140	467.2	0.928	0.97	16	531
GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2070	clust_rep_seq	6594	288	Belisama__VCA0458	2.1000000000000002e-69	233.2	0.951	0.955	6	280
GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_135	clust_rep_seq	6603	257	AbiAlpha__AbiAlpha	2.1000000000000002e-20	73.0	1.0	0.72	67	251
GCF_057368555.1|NZ_CM170650.1|NZ_CM170650.1_1404	clust_rep_seq	6605	663	Paris_II__AriA_AAA21	6e-18	64.9	0.743	0.552	26	391
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_58	clust_rep_seq	6609	189	DISARM__drmC	1.1e-10	41.0	0.547	0.698	55	186
GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_107	clust_rep_seq	6626	213	VP1848__VP1848	2.5e-65	219.5	0.995	1.0	1	213
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_981	clust_rep_seq	6631	480	Aristaios__Aristaios	1.2e-31	109.9	0.617	0.981	3	473
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_991	clust_rep_seq	6635	136	Thoeris__ThsB_5	6e-49	165.1	1.0	0.956	1	130
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_992	clust_rep_seq	6636	267	Thoeris__ThsA_Caps4	1.5e-111	372.5	0.808	0.955	1	255
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1004	clust_rep_seq	6642	251	Dag__Dag13	5.1e-90	301.8	0.626	0.996	2	251
GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1065	clust_rep_seq	6658	289	Aristaios__Aristaios	1.7e-45	155.4	0.576	0.948	4	277
GCF_057418915.1|NZ_CP166946.1|NZ_CP166946.1_1567	clust_rep_seq	6676	276	Hailong__HalB	1e-26	93.6	0.857	0.692	3	193
GCF_057439675.1|NZ_CM171982.1|NZ_CM171982.1_1315	clust_rep_seq	6683	299	Aristaios__Aristaios	1e-50	172.6	0.579	0.953	3	287
GCF_057439805.1|NZ_CM171995.1|NZ_CM171995.1_848	clust_rep_seq	6700	444	HEC-03__HEC-03B	2.3e-50	171.4	0.833	0.93	4	416
GCF_057439805.1|NZ_CM171995.1|NZ_CM171995.1_848	clust_rep_seq	6700	444	Menshen__NsnB	3.1999999999999996e-53	181.1	0.959	0.932	5	418
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2119	clust_rep_seq	6705	302	Rst_2TM_1TM_TIR__Rst_TIR_tm	1.7e-76	257.3	0.696	0.669	1	202
GCF_009763765.1|NZ_CP046794.1|NZ_CP046794.1_155	clust_rep_seq	6719	595	AbiU__AbiU	2.2e-48	164.8	0.727	0.709	63	484
GCF_009763845.1|NZ_CP046812.1|NZ_CP046812.1_119	clust_rep_seq	6723	577	dCTPdeaminase__dCTPdeaminase	3.2999999999999995e-125	418.1	0.903	0.983	8	574
GCF_009763845.1|NZ_CP046812.1|NZ_CP046812.1_121	clust_rep_seq	6724	134	Lugos__Lugos	5.6e-34	116.4	0.806	0.955	1	128
GCF_009763865.1|NZ_CP046818.1|NZ_CP046818.1_969	clust_rep_seq	6733	250	AbiEii__AbiEii	4.9e-13	49.2	0.828	0.708	33	209
GCF_009763865.1|NZ_CP046818.1|NZ_CP046818.1_1000	clust_rep_seq	6741	548	Avs1__Avs1C	0.00019	20.8	0.759	0.126	7	75
GCF_009763865.1|NZ_CP046818.1|NZ_CP046818.1_1010	clust_rep_seq	6743	607	Septu__PtuA	2.2e-24	86.6	0.848	0.727	1	441
GCF_009763865.1|NZ_CP046818.1|NZ_CP046818.1_1010	clust_rep_seq	6743	607	Gabija__GajA	2.6e-48	164.8	0.849	0.918	1	557
GCF_009763905.1|NZ_CP046819.1|NZ_CP046819.1_156	clust_rep_seq	6754	252	AbiG__AbiGi	1.7e-39	135.4	0.924	0.992	3	252
GCF_009764025.1|NZ_CP046847.1|NZ_CP046847.1_377	clust_rep_seq	6770	210	Aristaios__Aristaios	8.6e-18	64.4	0.583	0.924	5	198
GCF_025917725.1|NZ_CP097858.1|NZ_CP097858.1_1918	clust_rep_seq	6803	280	Uzume__UzuA	1.3e-95	319.5	0.993	0.986	5	280
GCF_026970915.1|NZ_CP114194.1|NZ_CP114194.1_1856	clust_rep_seq	6836	180	Thoeris__ThsB_acc	7.1e-51	172.1	0.824	0.978	4	179
GCF_026970915.1|NZ_CP114194.1|NZ_CP114194.1_1857	clust_rep_seq	6837	151	Thoeris__ThsF_DUF2270	5.7000000000000006e-36	123.0	0.927	0.861	20	149
GCF_026970915.1|NZ_CP114194.1|NZ_CP114194.1_1877	clust_rep_seq	6841	202	DRT9__SLATT	1.9e-11	43.2	0.909	0.946	5	195
GCF_026970915.1|NZ_CP114194.1|NZ_CP114194.1_1877	clust_rep_seq	6841	202	AbiA_small__SLATT	1.4e-17	63.5	0.911	0.911	9	192
GCF_026970915.1|NZ_CP114194.1|NZ_CP114194.1_1877	clust_rep_seq	6841	202	DRT_3__SLATT	1.0000000000000001e-78	262.7	0.965	0.99	2	201
GCF_026970915.1|NZ_CP114194.1|NZ_CP114194.1_1899	clust_rep_seq	6846	210	Aristaios__Aristaios	1.5e-58	198.3	0.595	0.99	1	208
GCF_028743655.1|NZ_CP117988.1|NZ_CP117988.1_1349	clust_rep_seq	6872	258	AbiAlpha__AbiAlpha	1.4e-19	70.3	0.71	0.57	66	212
GCF_028743655.1|NZ_CP117988.1|NZ_CP117988.1_1370	clust_rep_seq	6876	170	VP1817__VP1817	3.9e-24	84.8	0.815	0.771	37	167
GCF_028885545.1|NZ_CP118531.1|NZ_CP118531.1_2015	clust_rep_seq	6878	713	Borvo__BovA	8.3e-236	784.3	0.983	0.996	3	712
GCF_028885545.1|NZ_CP118531.1|NZ_CP118531.1_2025	clust_rep_seq	6882	331	SDIC1__SDIC1A	4.7e-134	445.9	0.997	0.952	17	331
GCF_028885585.1|NZ_CP118532.1|NZ_CP118532.1_1542	clust_rep_seq	6893	339	PD-T7-1__PD-T7-1	3.7e-51	173.7	0.707	0.935	2	318
GCF_028885585.1|NZ_CP118532.1|NZ_CP118532.1_1542	clust_rep_seq	6893	339	PD-T7-5__PD-T7-5	1.3999999999999999e-130	434.9	0.916	0.991	1	336
GCF_028885585.1|NZ_CP118532.1|NZ_CP118532.1_1556	clust_rep_seq	6896	267	Retron_VII_2__DUF3800	6.2e-05	23.1	0.648	0.378	108	208
GCF_039658545.1|NZ_CP150862.1|NZ_CP150862.1_1642	clust_rep_seq	6914	238	PhiR5.1_HipAD__HipA2	1.6e-35	122.2	0.841	0.878	1	209
GCF_039658545.1|NZ_CP150862.1|NZ_CP150862.1_1642	clust_rep_seq	6914	238	DS-6__DS-6A	7.9e-64	215.8	0.656	0.996	1	237
GCF_039658545.1|NZ_CP150862.1|NZ_CP150862.1_1642	clust_rep_seq	6914	238	PhiR5.1_HipAD__HipA	1.8e-91	306.4	0.647	0.987	1	235
GCF_039658545.1|NZ_CP150862.1|NZ_CP150862.1_1654	clust_rep_seq	6915	242	DS-35__DS-35	1.7e-61	207.8	0.81	0.901	20	237
GCF_039658545.1|NZ_CP150862.1|NZ_CP150862.1_1660	clust_rep_seq	6920	443	Clover__CloA	7.6e-65	218.9	0.792	0.862	14	395
GCF_039658545.1|NZ_CP150862.1|NZ_CP150862.1_1662	clust_rep_seq	6922	662	RM_Type_II__Type_II_REase06	6.9e-12	45.2	0.83	0.853	21	585
GCF_040254425.1|NZ_CP158305.1|NZ_CP158305.1_1857	clust_rep_seq	6930	145	Thoeris__ThsF_DUF2270	6.9e-32	109.8	0.942	0.979	3	144
GCF_040254425.1|NZ_CP158305.1|NZ_CP158305.1_1858	clust_rep_seq	6931	283	Thoeris__ThsB_6	6.2e-61	205.7	0.988	0.954	1	270
GCF_040412085.2|NZ_CP115921.1|NZ_CP115921.1_697	clust_rep_seq	6979	275	Aristaios__Aristaios	6.4e-49	166.7	0.595	0.985	2	272
GCF_040735825.1|NZ_CP147727.1|NZ_CP147727.1_441	clust_rep_seq	6981	308	PD-T4-7__PD-T4-7	1.1e-55	188.5	0.833	0.838	24	281
GCF_040735825.1|NZ_CP147727.1|NZ_CP147727.1_452	clust_rep_seq	6983	255	RT_I_II_III_IV_V_VI_1	1.6e-11	43.2	0.579	0.667	32	201
GCF_052375575.1|NZ_CM126336.1|NZ_CM126336.1_1476	clust_rep_seq	7002	267	Shedu__SduA	4.9e-42	144.4	0.581	0.854	9	236
GCF_052805255.1|NZ_CM127835.1|NZ_CM127835.1_1353	clust_rep_seq	7029	339	Retron_VII_2__DUF3800	1.4e-06	28.4	0.963	0.802	5	276
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2049	clust_rep_seq	7036	281	CBASS__Endonuc_small	1.8e-17	63.4	0.502	0.445	33	157
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2049	clust_rep_seq	7036	281	PD_DExK_I_II_III_IV_V_VI_5	1.4e-34	117.9	0.898	0.406	20	133
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2049	clust_rep_seq	7036	281	Damona__VCA0399	3.3e-97	324.6	0.957	0.957	3	271
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2090	clust_rep_seq	7051	250	Aristaios__Aristaios	5.7e-56	189.9	0.598	0.992	2	249
GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2093	clust_rep_seq	7052	289	Aristaios__Aristaios	4.4e-49	167.2	0.607	0.972	4	284
GCF_053154035.1|NZ_CP113099.1|NZ_CP113099.1_305	clust_rep_seq	7078	606	AbiU__AbiU	6.6e-21	74.1	0.464	0.482	254	545
GCF_053202865.1|NZ_CM129925.1|NZ_CM129925.1_2520	clust_rep_seq	7083	477	Thoeris__ThsA_SIRim	1.7000000000000003e-199	662.9	0.998	0.998	1	476
GCF_053220495.1|NZ_CM129940.1|NZ_CM129940.1_638	clust_rep_seq	7086	262	Aristaios__Aristaios	1.7e-51	175.1	0.607	0.992	2	261
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_923	clust_rep_seq	7098	293	CBASS__Cyclase_II	2.8e-15	55.8	0.657	0.713	1	209
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_923	clust_rep_seq	7098	293	CBASS__Cyclase_SMODS	8.3e-47	159.0	1.0	0.567	1	166
GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_924	clust_rep_seq	7099	187	CBASS__2TM_Gros	3e-50	171.1	0.768	0.979	4	186
GCF_057785995.1|NZ_CM173517.1|NZ_CM173517.1_1649	clust_rep_seq	7102	294	AbiT__AbiTi	1.4e-13	50.4	0.679	0.418	171	293
GCF_057785995.1|NZ_CM173517.1|NZ_CM173517.1_1649	clust_rep_seq	7102	294	AbiT__AbiTii	6.1e-72	241.4	0.972	0.721	1	212
GCF_059552575.1|NZ_CM183914.1|NZ_CM183914.1_1909	clust_rep_seq	7125	305	Lit__Lit	9.699999999999999e-73	244.5	0.968	0.987	2	302
GCF_059772105.1|NZ_CM186273.1|NZ_CM186273.1_1079	clust_rep_seq	7200	249	Aristaios__Aristaios	4.5e-51	173.8	0.614	0.944	2	236
GCF_002953535.1|NZ_CP014040.1|NZ_CP014040.1_1607	clust_rep_seq	7213	306	DS-34__DS-34B	8.1e-31	106.9	0.546	0.562	135	306
GCF_003312585.1|NZ_CP030788.1|NZ_CP030788.1_1741	clust_rep_seq	7228	312	Resolvase_DUF5677__Resolvase_DUF5677	3.8e-07	29.2	0.704	0.564	32	207
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_851	clust_rep_seq	7253	371	Rugutis__Rugutis	1.3e-120	402.7	0.886	0.978	6	368
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_875	clust_rep_seq	7259	313	Gao_Qat__QatA	3.2e-14	52.0	0.422	0.821	18	274
GCF_003726935.1|NZ_CP033577.1|NZ_CP033577.1_3251	clust_rep_seq	7282	247	Aristaios__Aristaios	3.3000000000000003e-56	190.7	0.623	0.988	3	246
GCF_003726935.1|NZ_CP033578.1|NZ_CP033578.1_1450	clust_rep_seq	7286	173	Kiwa__KwaA	2.0999999999999998e-23	82.5	0.937	0.977	1	169
GCF_003726935.1|NZ_CP033578.1|NZ_CP033578.1_1451	clust_rep_seq	7287	294	Kiwa__KwaB	1.8e-35	122.4	0.924	0.98	6	293
GCF_003726935.1|NZ_CP033578.1|NZ_CP033578.1_1451	clust_rep_seq	7287	294	Kiwa__KwaB_2	2.3000000000000002e-74	249.8	0.993	0.99	4	294
GCF_003942025.1|NZ_CP034240.1|NZ_CP034240.1_1735	clust_rep_seq	7291	372	GAPS4__GAPS4b	2.1e-111	371.9	0.973	0.976	5	367
GCF_003942025.1|NZ_CP034240.1|NZ_CP034240.1_1737	clust_rep_seq	7293	220	GAPS4__GAPS4a	3.7000000000000003e-72	242.7	0.678	0.977	2	216
GCF_003942025.1|NZ_CP034241.1|NZ_CP034241.1_612	clust_rep_seq	7298	530	DRT_4__drt4	7.9e-203	674.8	0.925	0.974	2	517
GCF_000006745.1|NC_002506.1|NC_002506.1_381	clust_rep_seq	7303	285	Aristaios__Aristaios	1.4000000000000001e-55	188.6	0.601	0.996	1	284
GCF_000006745.1|NC_002506.1|NC_002506.1_394	clust_rep_seq	7306	176	Esos__VCA0450	2.3999999999999997e-73	247.1	0.532	0.994	1	175
GCF_000006745.1|NC_002506.1|NC_002506.1_401	clust_rep_seq	7310	204	Belenos__VCA0457	1.7999999999999998e-94	314.9	1.0	0.995	1	203
GCF_000006745.1|NC_002506.1|NC_002506.1_402	clust_rep_seq	7311	285	Belisama__VCA0458	1.0000000000000001e-124	414.7	0.983	0.986	1	281
GCF_000006745.1|NC_002506.1|NC_002506.1_432	clust_rep_seq	7323	85	PfiAT__PfiA	3.1e-07	29.9	0.939	0.965	1	82
GCF_000006745.1|NC_002506.1|NC_002506.1_439	clust_rep_seq	7329	290	Retron_VII_2__DUF3800	1.1e-12	48.0	0.991	0.714	29	235
GCF_000009745.1|NC_005139.1|NC_005139.1_1632	clust_rep_seq	7340	453	CBASS__A_Cyclase_AGS_C	4.1e-19	68.4	0.898	0.302	314	450
GCF_000009745.1|NC_005139.1|NC_005139.1_1632	clust_rep_seq	7340	453	Pycsar__AG_cyclase	2e-80	269.8	0.98	0.989	2	449
GCF_000009745.1|NC_005139.1|NC_005139.1_1633	clust_rep_seq	7341	196	CBASS__2TM_5	3.7e-36	123.8	0.988	0.857	1	168
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1800	clust_rep_seq	7407	273	RM_Type_II__Type_II_REase19	9e-17	61.0	0.438	0.509	134	272
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1800	clust_rep_seq	7407	273	VcaM4I__VcaM4I	4.2e-64	216.8	0.519	0.736	72	272
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1802	clust_rep_seq	7408	151	DISARM__drmC	1.5e-10	40.6	0.472	0.808	13	134
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1206	clust_rep_seq	7428	279	Aristaios__Aristaios	1.3e-46	159.1	0.598	0.986	4	278
GCF_001469735.1|NZ_CP013484.1|NZ_CP013484.1_884	clust_rep_seq	7439	112	RnlAB__RnlB	1.4e-22	79.4	0.966	0.991	1	111
GCF_001469735.1|NZ_CP013484.1|NZ_CP013484.1_885	clust_rep_seq	7440	374	RnlAB__RnlA	8.9e-82	274.4	0.989	0.989	2	371
GCF_001558495.2|NZ_CP014046.2|NZ_CP014046.2_1958	clust_rep_seq	7495	362	SEFIR__bSEFIR	2e-58	198.6	0.835	0.961	1	348
GCF_003391375.1|NZ_CP031473.1|NZ_CP031473.1_1593	clust_rep_seq	7511	293	CBASS__Endonuc_small	4.5e-08	32.6	0.427	0.399	37	153
GCF_003391375.1|NZ_CP031474.1|NZ_CP031474.1_46	clust_rep_seq	7512	318	CBASS__Endonuc_small	2.6e-18	66.1	0.685	0.497	6	163
GCF_003391375.1|NZ_CP031474.1|NZ_CP031474.1_46	clust_rep_seq	7512	318	PD_DExK_I_II_III_IV_V_VI_5	4.399999999999999e-22	77.5	0.984	0.39	4	127
GCF_003522555.1|NZ_CP019290.1|NZ_CP019290.1_1245	clust_rep_seq	7523	280	Rst_2TM_1TM_TIR__Rst_TIR_tm	1.8e-80	270.3	0.648	0.668	1	187
GCF_003612715.1|NZ_CP023485.1|NZ_CP023485.1_1690	clust_rep_seq	7585	407	PD-T4-1__PD-T4-1	5.1e-109	364.1	0.984	0.99	4	406
GCF_003691505.1|NZ_CP033137.1|NZ_CP033137.1_1289	clust_rep_seq	7597	285	PD-T2-1__PD-T2-1B	9.5e-80	267.5	0.823	0.825	1	235
GCF_009763225.1|NZ_CP046798.1|NZ_CP046798.1_1165	clust_rep_seq	7608	257	Aristaios__Aristaios	7.4e-43	146.8	0.526	0.895	3	232
GCF_009763345.1|NZ_CP046796.1|NZ_CP046796.1_1365	clust_rep_seq	7615	232	Aristaios__Aristaios	2.3e-55	187.9	0.604	0.991	2	231
GCF_009763605.1|NZ_CP046785.1|NZ_CP046785.1_2163	clust_rep_seq	7630	263	CBASS__Endonuc_small	2e-06	27.2	0.531	0.494	23	152
GCF_009763605.1|NZ_CP046785.1|NZ_CP046785.1_2163	clust_rep_seq	7630	263	PD_DExK_I_II_III_IV_V_VI_5	3.8e-18	64.8	0.795	0.384	25	125
GCF_009763605.1|NZ_CP046785.1|NZ_CP046785.1_2213	clust_rep_seq	7641	233	Retron_IV__2TM	2.2e-07	29.9	0.679	0.678	11	168
GCF_021431945.1|NZ_CP090386.1|NZ_CP090386.1_853	clust_rep_seq	7727	279	Septu__PtuB_2	2.3e-26	92.7	0.727	0.76	55	266
GCF_021431945.1|NZ_CP090386.1|NZ_CP090386.1_854	clust_rep_seq	7728	498	Septu__PtuA_2	1.1999999999999998e-149	498.9	0.954	0.994	2	496
GCF_021729965.1|NZ_CP068622.1|NZ_CP068622.1_1706	clust_rep_seq	7739	259	AbiAlpha__AbiAlpha	1.8e-35	122.2	0.984	0.699	73	253
GCF_021729965.1|NZ_CP068622.1|NZ_CP068622.1_1712	clust_rep_seq	7740	209	Shedu__SduA	1.2e-19	70.7	0.5	0.9	15	202
GCF_021729965.1|NZ_CP068622.1|NZ_CP068622.1_1737	clust_rep_seq	7745	241	Nhi__Nhi	3e-77	259.7	0.487	0.996	2	241
GCF_021729965.1|NZ_CP068622.1|NZ_CP068622.1_1737	clust_rep_seq	7745	241	AbiO__AbiO	1.2e-95	320.4	0.487	0.996	2	241
GCF_021729965.1|NZ_CP068622.1|NZ_CP068622.1_1738	clust_rep_seq	7746	221	Nhi__Nhi	1.5e-64	217.9	0.411	0.91	1	201
GCF_021729965.1|NZ_CP068622.1|NZ_CP068622.1_1738	clust_rep_seq	7746	221	AbiO__AbiO	2.8e-74	249.9	0.428	0.95	1	210
GCF_022343185.1|NZ_CP082317.1|NZ_CP082317.1_1212	clust_rep_seq	7782	351	DS-5__DS-5B	8.7e-57	192.6	0.973	0.957	1	336
GCF_022343185.1|NZ_CP082317.1|NZ_CP082317.1_1212	clust_rep_seq	7782	351	gcu24__gcu24	4.3999999999999995e-88	295.8	0.857	0.963	1	338
GCF_022343185.1|NZ_CP082317.1|NZ_CP082317.1_1252	clust_rep_seq	7783	558	Dnd__DndB	1.4e-26	92.7	0.59	0.525	175	467
GCF_027924845.1|NZ_AP027052.1|NZ_AP027052.1_217	clust_rep_seq	7817	465	Pif__PifA	2e-07	29.2	0.468	0.759	18	370
GCF_027924845.1|NZ_AP027053.1|NZ_AP027053.1_678	clust_rep_seq	7828	311	Aristaios__Aristaios	2.2e-50	171.5	0.607	0.987	3	309
GCF_028551315.1|NZ_CP117054.1|NZ_CP117054.1_735	clust_rep_seq	7847	374	Paris_II__AriA_AAA21	2.3e-17	63.0	0.831	0.89	1	333
GCF_028551315.1|NZ_CP117054.1|NZ_CP117054.1_745	clust_rep_seq	7850	256	Dag__Dag7	7.2e-101	337.8	0.731	0.988	2	254
GCF_028609665.1|NZ_CP047985.1|NZ_CP047985.1_1414	clust_rep_seq	7857	199	RM_Type_IV__Type_IV_03	8.6e-19	68.1	0.615	0.849	16	184
GCF_028898645.1|NZ_CP118582.1|NZ_CP118582.1_2337	clust_rep_seq	7863	202	Aristaios__Aristaios	2.6e-37	128.5	0.445	0.886	4	182
GCF_028898645.1|NZ_CP118582.1|NZ_CP118582.1_2364	clust_rep_seq	7872	479	CBASS__Effector_TIR	2.5e-36	124.8	0.444	0.326	2	157
GCF_033441455.1|NZ_CP133900.1|NZ_CP133900.1_1877	clust_rep_seq	7902	299	Aristaios__Aristaios	7.4e-39	133.6	0.576	0.926	10	286
GCF_033573735.1|NZ_CP119301.1|NZ_CP119301.1_1769	clust_rep_seq	7922	307	Detocs__dtcC_REase	3.2e-05	22.6	0.401	0.433	160	292
GCF_033573735.1|NZ_CP119301.1|NZ_CP119301.1_1769	clust_rep_seq	7922	307	DS-24__DS-24	1.3000000000000001e-71	241.1	0.695	0.609	120	306
GCF_033573735.1|NZ_CP119301.1|NZ_CP119301.1_1808	clust_rep_seq	7927	263	JukAB__JukA	2.8e-88	295.5	0.941	0.935	1	246
GCF_033803245.2|NZ_CP184809.1|NZ_CP184809.1_27	clust_rep_seq	7935	207	Retron_VII_2__DUF3800	0.00013	22.1	0.407	0.459	43	137
GCF_034480135.1|NZ_CP129938.1|NZ_CP129938.1_1912	clust_rep_seq	7937	291	Aristaios__Aristaios	1.1000000000000001e-30	106.8	0.555	0.959	3	281
GCF_051352415.1|NZ_CP195598.1|NZ_CP195598.1_1164	clust_rep_seq	8017	198	Aristaios__Aristaios	1.3e-45	155.8	0.586	0.944	1	187
GCF_052076135.1|NZ_CP197268.1|NZ_CP197268.1_522	clust_rep_seq	8037	308	Aristaios__Aristaios	8.9e-39	133.4	0.654	0.916	22	303
GCF_052076135.1|NZ_CP197268.1|NZ_CP197268.1_533	clust_rep_seq	8041	62	PD-T2-1__PD-T2-1A	5.3e-18	65.2	0.733	0.968	1	60
GCF_052076135.1|NZ_CP197268.1|NZ_CP197268.1_534	clust_rep_seq	8042	279	PD-T2-1__PD-T2-1B	7.1e-78	261.4	1.0	1.0	1	279
GCF_052375575.1|NZ_CM126336.1|NZ_CM126336.1_1532	clust_rep_seq	8059	229	CBASS__Endonuc_small	5.4e-08	32.3	0.51	0.541	2	125
GCF_052375575.1|NZ_CM126336.1|NZ_CM126336.1_1532	clust_rep_seq	8059	229	PD_DExK_I_II_III_IV_V_VI_5	2.4e-18	65.4	0.953	0.533	2	123
GCF_052375575.1|NZ_CM126336.1|NZ_CM126336.1_1549	clust_rep_seq	8066	168	Kamadhenu__Kamadhenu	3.7e-43	147.4	0.912	0.994	1	167
GCF_052772185.1|NZ_CM127801.1|NZ_CM127801.1_1203	clust_rep_seq	8081	337	Nemetona__VCA0441	5.1e-08	32.0	0.681	0.599	31	232
GCF_052772185.1|NZ_CM127801.1|NZ_CM127801.1_1241	clust_rep_seq	8094	440	Pif__PifA	5.6e-13	47.6	0.476	0.814	21	378
GCF_057368635.1|NZ_CM170659.1|NZ_CM170659.1_1007	clust_rep_seq	8101	470	DS-20__DS-20	3.7000000000000004e-159	530.2	0.974	1.0	1	470
GCF_057368635.1|NZ_CM170659.1|NZ_CM170659.1_1029	clust_rep_seq	8108	165	Esos__VCA0450	1.3e-19	70.5	0.426	0.909	8	157
GCF_057439715.1|NZ_CM171986.1|NZ_CM171986.1_2301	clust_rep_seq	8114	238	AbiG__AbiGi	5.499999999999999e-47	160.0	0.913	0.979	5	237
GCF_057730755.1|NZ_CM173193.1|NZ_CM173193.1_897	clust_rep_seq	8172	398	Shedu__SduA	7.1e-49	166.9	0.723	0.726	106	394
