sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
clust_rep_seq_Aristaios_113	Aristaios	Aristaios	Defense	GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_135	GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_135	GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_135	1	Aristaios__Aristaios
clust_rep_seq_DUF262_Shlafen_pSlfn7_219	DUF262_Shlafen	DUF262_Shlafen_pSlfn7	Defense	GCF_009665415.1|NZ_CP035921.1|NZ_CP035921.1_278	GCF_009665415.1|NZ_CP035921.1|NZ_CP035921.1_278	GCF_009665415.1|NZ_CP035921.1|NZ_CP035921.1_278	1	DUF262_Shlafen_pSlfn7__pSlfn7
clust_rep_seq_Aristaios_114	Aristaios	Aristaios	Defense	GCF_009665415.1|NZ_CP035921.1|NZ_CP035921.1_329	GCF_009665415.1|NZ_CP035921.1|NZ_CP035921.1_329	GCF_009665415.1|NZ_CP035921.1|NZ_CP035921.1_329	1	Aristaios__Aristaios
clust_rep_seq_Dag_233	Dag	Dag	Defense	GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_282	GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_282	GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_282	1	Dag__Dag8
clust_rep_seq_PhiR47.1_PanTA_376	PhiR47.1_PanTA	PhiR47.1_PanTA	Defense	GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_319	GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_320	GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_319,GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_320	2	PhiR47.1_PanTA__PanA,PhiR47.1_PanTA__PanT
clust_rep_seq_Shedu_454	Shedu	Shedu	Defense	GCF_009762965.1|NZ_CP046741.1|NZ_CP046741.1_527	GCF_009762965.1|NZ_CP046741.1|NZ_CP046741.1_527	GCF_009762965.1|NZ_CP046741.1|NZ_CP046741.1_527	1	Shedu__SduA
clust_rep_seq_AbiJ_30	AbiJ	AbiJ	Defense	GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1925	GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1925	GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1925	1	AbiJ__AbiJ
clust_rep_seq_PD-T4-10_355	PD-T4-10	PD-T4-10	Defense	GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1929	GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1930	GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1929,GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1930	2	PD-T4-10__PD-T4-10_A,PD-T4-10__PD-T4-10_B
clust_rep_seq_DRT6_186	DRT	DRT6	Defense	GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_380	GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_380	GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_380	1	DRT6__DRT6
clust_rep_seq_CBASS_I_TM_171	CBASS	CBASS_I_TM	Defense	GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_618	GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_619	GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_618,GCF_013357765.1|NZ_CP053809.1|NZ_CP053809.1_619	2	CBASS__Cyclase_II,CBASS__Effector_2TM_S_2TMBeta
clust_rep_seq_Resolvase_DUF5677_391	Resolvase_DUF5677	Resolvase_DUF5677	Defense	GCF_013357785.1|NZ_CP053811.1|NZ_CP053811.1_340	GCF_013357785.1|NZ_CP053811.1|NZ_CP053811.1_340	GCF_013357785.1|NZ_CP053811.1|NZ_CP053811.1_340	1	Resolvase_DUF5677__Resolvase_DUF5677
clust_rep_seq_Belisama_161	Belisama	Belisama	Defense	GCF_013357805.1|NZ_CP053814.1|NZ_CP053814.1_468	GCF_013357805.1|NZ_CP053814.1|NZ_CP053814.1_468	GCF_013357805.1|NZ_CP053814.1|NZ_CP053814.1_468	1	Belisama__VCA0458
clust_rep_seq_Aristaios_115	Aristaios	Aristaios	Defense	GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1916	GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1916	GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1916	1	Aristaios__Aristaios
clust_rep_seq_SNIPE_430	SNIPE	SNIPE	Defense	GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_1009	GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_1009	GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_1009	1	PD-Lambda-1__PD-Lambda-1
clust_rep_seq_Belisama_162	Belisama	Belisama	Defense	GCF_024347535.1|NZ_AP025497.1|NZ_AP025497.1_1330	GCF_024347535.1|NZ_AP025497.1|NZ_AP025497.1_1330	GCF_024347535.1|NZ_AP025497.1|NZ_AP025497.1_1330	1	Belisama__VCA0458
clust_rep_seq_Resolvase_Schlafen_392	Resolvase_Schlafen	Resolvase_Schlafen	Defense	GCF_024347655.1|NZ_AP025514.1|NZ_AP025514.1_1325	GCF_024347655.1|NZ_AP025514.1|NZ_AP025514.1_1325	GCF_024347655.1|NZ_AP025514.1|NZ_AP025514.1_1325	1	Resolvase_Schlafen__Resolvase_Schlafen
clust_rep_seq_DARNA_185	DARNA	DARNA	Defense	GCF_030994145.1|NZ_CP099919.1|NZ_CP099919.1_1209	GCF_030994145.1|NZ_CP099919.1|NZ_CP099919.1_1209	GCF_030994145.1|NZ_CP099919.1|NZ_CP099919.1_1209	1	PD-T7-3__PD-T7-3
clust_rep_seq_Nemetona_324	Nemetona	Nemetona	Defense	GCF_031883075.1|NZ_CP134783.1|NZ_CP134783.1_1528	GCF_031883075.1|NZ_CP134783.1|NZ_CP134783.1_1528	GCF_031883075.1|NZ_CP134783.1|NZ_CP134783.1_1528	1	Nemetona__VCA0441
clust_rep_seq_Dag_234	Dag	Dag	Defense	GCF_031883075.1|NZ_CP134783.1|NZ_CP134783.1_1551	GCF_031883075.1|NZ_CP134783.1|NZ_CP134783.1_1551	GCF_031883075.1|NZ_CP134783.1|NZ_CP134783.1_1551	1	Dag__Dag15
clust_rep_seq_PhiR5.1_HipAD_379	PhiR5.1_HipAD	PhiR5.1_HipAD	Defense	GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_788	GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_789	GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_788,GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_789	2	PhiR5.1_HipAD__HipA2,PhiR5.1_HipAD__HipD2
clust_rep_seq_Esos_270	Esos	Esos	Defense	GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_807	GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_807	GCF_051046905.1|NZ_CP095332.1|NZ_CP095332.1_807	1	Esos__VCA0450
clust_rep_seq_RAZR_385	RAZR	RAZR	Defense	GCF_051131125.1|NZ_CP150869.1|NZ_CP150869.1_1106	GCF_051131125.1|NZ_CP150869.1|NZ_CP150869.1_1106	GCF_051131125.1|NZ_CP150869.1|NZ_CP150869.1_1106	1	PD-T7-4__PD-T7-4
clust_rep_seq_HEC-08_288	HEC-08	HEC-08	Defense	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1816	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1816	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1816	1	HEC-08__HEC-08
clust_rep_seq_Aristaios_116	Aristaios	Aristaios	Defense	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1864	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1864	GCF_051132235.1|NZ_CP072677.1|NZ_CP072677.1_1864	1	Aristaios__Aristaios
clust_rep_seq_PARIS_II_merge_349	Paris	PARIS_II_merge	Defense	GCF_051175305.1|NZ_CP195090.1|NZ_CP195090.1_625	GCF_051175305.1|NZ_CP195090.1|NZ_CP195090.1_625	GCF_051175305.1|NZ_CP195090.1|NZ_CP195090.1_625	1	Paris_II_merge__AAA_21_DUF4435
clust_rep_seq_mEp332_T2SS_GspM_542	mEp332_T2SS_GspM	mEp332_T2SS_GspM	Defense	GCF_057439825.1|NZ_CM171998.1|NZ_CM171998.1_1225	GCF_057439825.1|NZ_CM171998.1|NZ_CM171998.1_1225	GCF_057439825.1|NZ_CM171998.1|NZ_CM171998.1_1225	1	mEp332_T2SS_GspM__T2SS_GspM
clust_rep_seq_PD-T7-5_372	PD-T7-5	PD-T7-5	Defense	GCF_057730755.1|NZ_CM173193.1|NZ_CM173193.1_910	GCF_057730755.1|NZ_CM173193.1|NZ_CM173193.1_910	GCF_057730755.1|NZ_CM173193.1|NZ_CM173193.1_910	1	PD-T7-5__PD-T7-5
clust_rep_seq_AbiH_25	AbiH	AbiH	Defense	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_861	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_861	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_861	1	AbiH__AbiH
clust_rep_seq_Divona_251	Divona	Divona	Defense	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_875	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_875	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_875	1	Divona__VCA0374
clust_rep_seq_AbiAlpha_11	AbiAlpha	AbiAlpha	Defense	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_892	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_892	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_892	1	AbiAlpha__AbiAlpha
clust_rep_seq_Retron_I_C_398	Retron	Retron_I_C	Defense	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	GCF_057730815.1|NZ_CM173199.1|NZ_CM173199.1_898	1	Retron_I_C__RT_1_C1
clust_rep_seq_Aristaios_117	Aristaios	Aristaios	Defense	GCF_058267735.1|NZ_CM177832.1|NZ_CM177832.1_1274	GCF_058267735.1|NZ_CM177832.1|NZ_CM177832.1_1274	GCF_058267735.1|NZ_CM177832.1|NZ_CM177832.1_1274	1	Aristaios__Aristaios
clust_rep_seq_Ogmios_325	Ogmios	Ogmios	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_280	GCF_000006745.1|NC_002506.1|NC_002506.1_280	GCF_000006745.1|NC_002506.1|NC_002506.1_280	1	Ogmios__VCA0308
clust_rep_seq_EcoKMcrA_261	EcoKMcrA	EcoKMcrA	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_281	GCF_000006745.1|NC_002506.1|NC_002506.1_281	GCF_000006745.1|NC_002506.1|NC_002506.1_281	1	EcoKMcrA__EcoKMcrA
clust_rep_seq_Nantosuelta_322	Nantosuelta	Nantosuelta	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_291	GCF_000006745.1|NC_002506.1|NC_002506.1_291	GCF_000006745.1|NC_002506.1|NC_002506.1_291	1	Nantosuelta__VCA0322
clust_rep_seq_Sucellos_472	Sucellos	Sucellos	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_334	GCF_000006745.1|NC_002506.1|NC_002506.1_334	GCF_000006745.1|NC_002506.1|NC_002506.1_334	1	Sucellos__SclB_VCA0368
clust_rep_seq_Taranis_476	Taranis	Taranis	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_352	GCF_000006745.1|NC_002506.1|NC_002506.1_352	GCF_000006745.1|NC_002506.1|NC_002506.1_352	1	Taranis__VCA0396
clust_rep_seq_Damona_247	Damona	Damona	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_355	GCF_000006745.1|NC_002506.1|NC_002506.1_355	GCF_000006745.1|NC_002506.1|NC_002506.1_355	1	Damona__VCA0399
clust_rep_seq_Lugos_311	Lugos	Lugos	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_362	GCF_000006745.1|NC_002506.1|NC_002506.1_362	GCF_000006745.1|NC_002506.1|NC_002506.1_362	1	Lugos__Lugos
clust_rep_seq_Cernunnos_181	Cernunnos	Cernunnos	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_363	GCF_000006745.1|NC_002506.1|NC_002506.1_363	GCF_000006745.1|NC_002506.1|NC_002506.1_363	1	Cernunnos__VCA0410
clust_rep_seq_Shedu_455	Shedu	Shedu	Defense	GCF_009665215.1|NZ_CP035680.1|NZ_CP035680.1_1968	GCF_009665215.1|NZ_CP035680.1|NZ_CP035680.1_1968	GCF_009665215.1|NZ_CP035680.1|NZ_CP035680.1_1968	1	Shedu__SduA
clust_rep_seq_VcaM4I_526	VcaM4I	VcaM4I	Defense	GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1842	GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1842	GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1842	1	VcaM4I__VcaM4I
clust_rep_seq_VcaM4I_527	VcaM4I	VcaM4I	Defense	GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2154	GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2154	GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2154	1	VcaM4I__VcaM4I
clust_rep_seq_Aristaios_118	Aristaios	Aristaios	Defense	GCF_041714635.1|NZ_CP168212.1|NZ_CP168212.1_2076	GCF_041714635.1|NZ_CP168212.1|NZ_CP168212.1_2076	GCF_041714635.1|NZ_CP168212.1|NZ_CP168212.1_2076	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_119	Aristaios	Aristaios	Defense	GCF_042691635.1|NZ_CP170491.1|NZ_CP170491.1_1847	GCF_042691635.1|NZ_CP170491.1|NZ_CP170491.1_1847	GCF_042691635.1|NZ_CP170491.1|NZ_CP170491.1_1847	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_120	Aristaios	Aristaios	Defense	GCF_042848055.1|NZ_AP031614.1|NZ_AP031614.1_1191	GCF_042848055.1|NZ_AP031614.1|NZ_AP031614.1_1191	GCF_042848055.1|NZ_AP031614.1|NZ_AP031614.1_1191	1	Aristaios__Aristaios
clust_rep_seq_Other_Type_IV_338	Other_Type_IV	Other_Type_IV	Defense	GCF_042848055.1|NZ_AP031614.1|NZ_AP031614.1_1208	GCF_042848055.1|NZ_AP031614.1|NZ_AP031614.1_1208	GCF_042848055.1|NZ_AP031614.1|NZ_AP031614.1_1208	1	RM_Type_IV__Type_IV_03
clust_rep_seq_DRT6_187	DRT	DRT6	Defense	GCF_043995865.1|NZ_CP171887.1|NZ_CP171887.1_1699	GCF_043995865.1|NZ_CP171887.1|NZ_CP171887.1_1699	GCF_043995865.1|NZ_CP171887.1|NZ_CP171887.1_1699	1	DRT6__DRT6
clust_rep_seq_gcuWGS21_540	gcuWGS21	gcuWGS21	Defense	GCF_053643215.1|NZ_CM132188.1|NZ_CM132188.1_1052	GCF_053643215.1|NZ_CM132188.1|NZ_CM132188.1_1052	GCF_053643215.1|NZ_CM132188.1|NZ_CM132188.1_1052	1	gcuWGS21__gcuWGS21
clust_rep_seq_AbiH_26	AbiH	AbiH	Defense	GCF_002850455.1|NZ_CP019320.1|NZ_CP019320.1_1842	GCF_002850455.1|NZ_CP019320.1|NZ_CP019320.1_1842	GCF_002850455.1|NZ_CP019320.1|NZ_CP019320.1_1842	1	AbiH__AbiH
clust_rep_seq_DS-24_204	DS-24	DS-24	Defense	GCF_002874615.2|NZ_CP170017.1|NZ_CP170017.1_494	GCF_002874615.2|NZ_CP170017.1|NZ_CP170017.1_494	GCF_002874615.2|NZ_CP170017.1|NZ_CP170017.1_494	1	DS-24__DS-24
clust_rep_seq_gcu24_538	gcu24	gcu24	Defense	GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_106	GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_106	GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_106	1	gcu24__gcu24
clust_rep_seq_Sirona_468	Sirona	Sirona	Defense	GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_110	GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_110	GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_110	1	Sirona__VCA0356
clust_rep_seq_Sucellos_473	Sucellos	Sucellos	Defense	GCF_040735825.1|NZ_CP147727.1|NZ_CP147727.1_289	GCF_040735825.1|NZ_CP147727.1|NZ_CP147727.1_289	GCF_040735825.1|NZ_CP147727.1|NZ_CP147727.1_289	1	Sucellos__SclA_VCA0367
clust_rep_seq_Aristaios_121	Aristaios	Aristaios	Defense	GCF_041734175.1|NZ_CP168658.1|NZ_CP168658.1_1006	GCF_041734175.1|NZ_CP168658.1|NZ_CP168658.1_1006	GCF_041734175.1|NZ_CP168658.1|NZ_CP168658.1_1006	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_122	Aristaios	Aristaios	Defense	GCF_045004265.1|NZ_CP173383.1|NZ_CP173383.1_1433	GCF_045004265.1|NZ_CP173383.1|NZ_CP173383.1_1433	GCF_045004265.1|NZ_CP173383.1|NZ_CP173383.1_1433	1	Aristaios__Aristaios
clust_rep_seq_AbiJ_31	AbiJ	AbiJ	Defense	GCF_045278325.1|NZ_CP128803.1|NZ_CP128803.1_1228	GCF_045278325.1|NZ_CP128803.1|NZ_CP128803.1_1228	GCF_045278325.1|NZ_CP128803.1|NZ_CP128803.1_1228	1	AbiJ__AbiJ
clust_rep_seq_RAZR_386	RAZR	RAZR	Defense	GCF_045291255.1|NZ_CP134278.1|NZ_CP134278.1_1169	GCF_045291255.1|NZ_CP134278.1|NZ_CP134278.1_1169	GCF_045291255.1|NZ_CP134278.1|NZ_CP134278.1_1169	1	PD-T7-4__PD-T7-4
clust_rep_seq_PD-T2-1_351	PD-T2-1	PD-T2-1	Defense	GCF_053643215.1|NZ_CM132188.1|NZ_CM132188.1_987	GCF_053643215.1|NZ_CM132188.1|NZ_CM132188.1_988	GCF_053643215.1|NZ_CM132188.1|NZ_CM132188.1_987,GCF_053643215.1|NZ_CM132188.1|NZ_CM132188.1_988	2	PD-T2-1__PD-T2-1A,PD-T2-1__PD-T2-1B
clust_rep_seq_Aristaios_123	Aristaios	Aristaios	Defense	GCF_054111865.1|NZ_CM134200.1|NZ_CM134200.1_1738	GCF_054111865.1|NZ_CM134200.1|NZ_CM134200.1_1738	GCF_054111865.1|NZ_CM134200.1|NZ_CM134200.1_1738	1	Aristaios__Aristaios
clust_rep_seq_PhiR47.1_PanTA_377	PhiR47.1_PanTA	PhiR47.1_PanTA	Defense	GCF_055797365.1|NZ_CP118728.1|NZ_CP118728.1_614	GCF_055797365.1|NZ_CP118728.1|NZ_CP118728.1_615	GCF_055797365.1|NZ_CP118728.1|NZ_CP118728.1_614,GCF_055797365.1|NZ_CP118728.1|NZ_CP118728.1_615	2	PhiR47.1_PanTA__PanA,PhiR47.1_PanTA__PanT
clust_rep_seq_Shedu_456	Shedu	Shedu	Defense	GCF_059682885.1|NZ_CM185026.1|NZ_CM185026.1_437	GCF_059682885.1|NZ_CM185026.1|NZ_CM185026.1_437	GCF_059682885.1|NZ_CM185026.1|NZ_CM185026.1_437	1	Shedu__SduA
clust_rep_seq_Aristaios_124	Aristaios	Aristaios	Defense	GCF_059683725.1|NZ_CM185037.1|NZ_CM185037.1_1075	GCF_059683725.1|NZ_CM185037.1|NZ_CM185037.1_1075	GCF_059683725.1|NZ_CM185037.1|NZ_CM185037.1_1075	1	Aristaios__Aristaios
clust_rep_seq_PD-T4-7_362	PD-T4-7	PD-T4-7	Defense	GCF_059683725.1|NZ_CM185038.1|NZ_CM185038.1_1142	GCF_059683725.1|NZ_CM185038.1|NZ_CM185038.1_1142	GCF_059683725.1|NZ_CM185038.1|NZ_CM185038.1_1142	1	PD-T4-7__PD-T4-7
clust_rep_seq_Shedu_457	Shedu	Shedu	Defense	GCF_002142655.1|NZ_CP021145.1|NZ_CP021145.1_1364	GCF_002142655.1|NZ_CP021145.1|NZ_CP021145.1_1364	GCF_002142655.1|NZ_CP021145.1|NZ_CP021145.1_1364	1	Shedu__SduA
clust_rep_seq_TagI_475	TagI	TagI	Defense	GCF_002211985.1|NZ_CP022102.1|NZ_CP022102.1_430	GCF_002211985.1|NZ_CP022102.1|NZ_CP022102.1_430	GCF_002211985.1|NZ_CP022102.1|NZ_CP022102.1_430	1	TagI__TagI
clust_rep_seq_AbiO_33	AbiO	AbiO	Defense	GCF_002863725.1|NZ_CP019121.1|NZ_CP019121.1_1733	GCF_002863725.1|NZ_CP019121.1|NZ_CP019121.1_1733	GCF_002863725.1|NZ_CP019121.1|NZ_CP019121.1_1733	1	AbiO__AbiO
clust_rep_seq_DS-35_211	DS-35	DS-35	Defense	GCF_002872705.2|NZ_CP169998.1|NZ_CP169998.1_213	GCF_002872705.2|NZ_CP169998.1|NZ_CP169998.1_213	GCF_002872705.2|NZ_CP169998.1|NZ_CP169998.1_213	1	DS-35__DS-35
clust_rep_seq_Other_Type_IV_339	Other_Type_IV	Other_Type_IV	Defense	GCF_002906455.1|NZ_CP026315.1|NZ_CP026315.1_2639	GCF_002906455.1|NZ_CP026315.1|NZ_CP026315.1_2639	GCF_002906455.1|NZ_CP026315.1|NZ_CP026315.1_2639	1	RM_Type_IV__Type_IV_05
clust_rep_seq_Esos_271	Esos	Esos	Defense	GCF_002906455.1|NZ_CP026320.1|NZ_CP026320.1_43	GCF_002906455.1|NZ_CP026320.1|NZ_CP026320.1_43	GCF_002906455.1|NZ_CP026320.1|NZ_CP026320.1_43	1	Esos__VCA0450
clust_rep_seq_Brigantia_164	Brigantia	Brigantia	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_370	GCF_000006745.1|NC_002506.1|NC_002506.1_370	GCF_000006745.1|NC_002506.1|NC_002506.1_370	1	Brigantia__VCA0419
clust_rep_seq_VP1817_495	VP1817	VP1817	Defense	GCF_000196095.1|NC_004603.1|NC_004603.1_1716	GCF_000196095.1|NC_004603.1|NC_004603.1_1716	GCF_000196095.1|NC_004603.1|NC_004603.1_1716	1	VP1817__VP1817
clust_rep_seq_VP1839_506	VP1839	VP1839	Defense	GCF_000196095.1|NC_004603.1|NC_004603.1_1734	GCF_000196095.1|NC_004603.1|NC_004603.1_1734	GCF_000196095.1|NC_004603.1|NC_004603.1_1734	1	VP1839__VP1839
clust_rep_seq_Dag_235	Dag	Dag	Defense	GCF_000196095.1|NC_004603.1|NC_004603.1_1735	GCF_000196095.1|NC_004603.1|NC_004603.1_1735	GCF_000196095.1|NC_004603.1|NC_004603.1_1735	1	Dag__Dag1_VP1840
clust_rep_seq_VP1851_517	VP1851	VP1851	Defense	GCF_000196095.1|NC_004603.1|NC_004603.1_1746	GCF_000196095.1|NC_004603.1|NC_004603.1_1746	GCF_000196095.1|NC_004603.1|NC_004603.1_1746	1	VP1851__VP1851
clust_rep_seq_VP1853_518	VP1853	VP1853	Defense	GCF_000196095.1|NC_004603.1|NC_004603.1_1749	GCF_000196095.1|NC_004603.1|NC_004603.1_1749	GCF_000196095.1|NC_004603.1|NC_004603.1_1749	1	VP1853__VP1853
clust_rep_seq_Other_Type_IV_340	Other_Type_IV	Other_Type_IV	Defense	GCF_000430425.1|NC_021848.1|NC_021848.1_821	GCF_000430425.1|NC_021848.1|NC_021848.1_821	GCF_000430425.1|NC_021848.1|NC_021848.1_821	1	RM_Type_IV__Type_IV_05
clust_rep_seq_Uzume_487	Uzume	Uzume	Defense	GCF_000430425.1|NC_021848.1|NC_021848.1_849	GCF_000430425.1|NC_021848.1|NC_021848.1_849	GCF_000430425.1|NC_021848.1|NC_021848.1_849	1	Uzume__UzuA
clust_rep_seq_BstA_166	BstA	BstA	Defense	GCF_000430425.1|NC_021848.1|NC_021848.1_856	GCF_000430425.1|NC_021848.1|NC_021848.1_856	GCF_000430425.1|NC_021848.1|NC_021848.1_856	1	BstA__BstA
clust_rep_seq_Aristaios_125	Aristaios	Aristaios	Defense	GCF_000746665.1|NZ_CP009261.1|NZ_CP009261.1_1690	GCF_000746665.1|NZ_CP009261.1|NZ_CP009261.1_1690	GCF_000746665.1|NZ_CP009261.1|NZ_CP009261.1_1690	1	Aristaios__Aristaios
clust_rep_seq_DS-20_201	DS-20	DS-20	Defense	GCF_001636035.1|NZ_CP011406.1|NZ_CP011406.1_1912	GCF_001636035.1|NZ_CP011406.1|NZ_CP011406.1_1912	GCF_001636035.1|NZ_CP011406.1|NZ_CP011406.1_1912	1	DS-20__DS-20
clust_rep_seq_RAZR_387	RAZR	RAZR	Defense	GCF_001653775.1|NZ_CP011775.1|NZ_CP011775.1_1488	GCF_001653775.1|NZ_CP011775.1|NZ_CP011775.1_1488	GCF_001653775.1|NZ_CP011775.1|NZ_CP011775.1_1488	1	PD-T7-4__PD-T7-4
clust_rep_seq_VP1817_496	VP1817	VP1817	Defense	GCF_001680065.1|NZ_CP016349.1|NZ_CP016349.1_1918	GCF_001680065.1|NZ_CP016349.1|NZ_CP016349.1_1918	GCF_001680065.1|NZ_CP016349.1|NZ_CP016349.1_1918	1	VP1817__VP1817
clust_rep_seq_Aristaios_126	Aristaios	Aristaios	Defense	GCF_008693685.1|NZ_CP044069.1|NZ_CP044069.1_1722	GCF_008693685.1|NZ_CP044069.1|NZ_CP044069.1_1722	GCF_008693685.1|NZ_CP044069.1|NZ_CP044069.1_1722	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_127	Aristaios	Aristaios	Defense	GCF_009184745.1|NZ_CP045070.1|NZ_CP045070.1_2649	GCF_009184745.1|NZ_CP045070.1|NZ_CP045070.1_2649	GCF_009184745.1|NZ_CP045070.1|NZ_CP045070.1_2649	1	Aristaios__Aristaios
clust_rep_seq_PD-T2-1_352	PD-T2-1	PD-T2-1	Defense	GCF_009665315.1|NZ_CP035693.1|NZ_CP035693.1_2310	GCF_009665315.1|NZ_CP035693.1|NZ_CP035693.1_2311	GCF_009665315.1|NZ_CP035693.1|NZ_CP035693.1_2310,GCF_009665315.1|NZ_CP035693.1|NZ_CP035693.1_2311	2	PD-T2-1__PD-T2-1A,PD-T2-1__PD-T2-1B
clust_rep_seq_Other_Type_IV_341	Other_Type_IV	Other_Type_IV	Defense	GCF_009665315.1|NZ_CP035693.1|NZ_CP035693.1_2354	GCF_009665315.1|NZ_CP035693.1|NZ_CP035693.1_2354	GCF_009665315.1|NZ_CP035693.1|NZ_CP035693.1_2354	1	RM_Type_IV__Type_IV_05
clust_rep_seq_Aristaios_128	Aristaios	Aristaios	Defense	GCF_009665415.1|NZ_CP035921.1|NZ_CP035921.1_339	GCF_009665415.1|NZ_CP035921.1|NZ_CP035921.1_339	GCF_009665415.1|NZ_CP035921.1|NZ_CP035921.1_339	1	Aristaios__Aristaios
clust_rep_seq_VP1840_512	VP1840	VP1840	Defense	GCF_009764115.1|NZ_CP046835.1|NZ_CP046835.1_1231	GCF_009764115.1|NZ_CP046835.1|NZ_CP046835.1_1231	GCF_009764115.1|NZ_CP046835.1|NZ_CP046835.1_1231	1	VP1840__VP1840
clust_rep_seq_AbiP2_35	AbiP2	AbiP2	Defense	GCF_013357885.1|NZ_CP053745.1|NZ_CP053745.1_324	GCF_013357885.1|NZ_CP053745.1|NZ_CP053745.1_324	GCF_013357885.1|NZ_CP053745.1|NZ_CP053745.1_324	1	AbiP2__AbiP2
