accession,replicon,integron,type,intI,attC,cassettes,start,end,span_kb
GCF_034480135.1,NZ_CP129938.1,integron_01,CALIN,no,4,3,1597819,1601595,3.8
GCF_034480135.1,NZ_CP129938.1,integron_02,complete,yes,125,124,2101414,2204392,103.0
GCF_034480175.1,NZ_CP129940.1,integron_01,CALIN,no,2,1,1590651,1591720,1.1
GCF_034480175.1,NZ_CP129940.1,integron_02,complete,yes,6,5,2101368,2106618,5.2
GCF_034480305.1,NZ_CP130853.1,integron_01,complete,yes,61,60,2086691,2157578,70.9
GCF_034480305.1,NZ_CP130855.1,integron_01,CALIN,no,29,28,66657,90155,23.5
GCF_034480305.1,NZ_CP130855.1,integron_02,CALIN,no,16,15,107605,119668,12.1
GCF_034480385.1,NZ_CP129945.1,integron_01,complete,yes,3,2,546384,549800,3.4
GCF_034480385.1,NZ_CP129945.1,integron_02,CALIN,no,2,1,1100338,1102021,1.7
GCF_034480485.1,NZ_CP129930.1,integron_01,complete,yes,91,90,1493907,1560677,66.8
GCF_034480485.1,NZ_CP129930.1,integron_02,CALIN,no,11,10,1592357,1602148,9.8
GCF_034480485.1,NZ_CP129930.1,integron_03,CALIN,no,11,10,1634810,1644601,9.8
GCF_034480505.1,NZ_CP129932.1,integron_01,complete,yes,54,53,2036548,2079449,42.9
GCF_035621455.1,NZ_CP141822.1,integron_01,complete,yes,5,4,1896218,1902080,5.9
GCF_035758505.1,NZ_CP142108.1,integron_01,CALIN,no,5,4,652997,656927,3.9
GCF_035758505.1,NZ_CP142108.1,integron_02,complete,yes,7,6,804570,815683,11.1
GCF_035758505.1,NZ_CP142108.1,integron_03,CALIN,no,6,5,1199723,1205126,5.4
GCF_035758505.1,NZ_CP142108.1,integron_04,CALIN,no,3,2,1550567,1553775,3.2
GCF_035758505.1,NZ_CP142109.1,integron_01,CALIN,no,4,3,245221,249308,4.1
GCF_036351935.1,NZ_CP143559.1,integron_01,complete,yes,81,80,1389638,1467217,77.6
GCF_036553415.2,NZ_CM170608.1,integron_01,complete,yes,248,247,610860,791624,180.8
GCF_036825535.1,NZ_CP098813.1,integron_01,CALIN,no,3,2,114748,116965,2.2
GCF_036825535.1,NZ_CP098813.1,integron_02,complete,yes,1,0,266177,269408,3.2
GCF_037101305.1,NZ_AP028806.1,integron_01,complete,yes,228,227,274925,444655,169.7
GCF_037101305.1,NZ_AP028805.1,integron_01,complete,yes,4,3,173705,181395,7.7
GCF_037746055.1,NZ_CP148108.1,integron_01,complete,yes,5,4,1936440,1942302,5.9
GCF_037997135.1,NZ_CP150465.1,integron_01,CALIN,no,2,1,4037,7262,3.2
GCF_037997145.1,NZ_CP150466.1,integron_01,CALIN,no,17,16,1787141,1810583,23.4
GCF_037997145.1,NZ_CP150467.1,integron_01,complete,yes,44,43,1440409,1490126,49.7
GCF_037997145.1,NZ_CP150470.1,integron_01,CALIN,no,3,2,32010,35679,3.7
GCF_037997145.1,NZ_CP150472.1,integron_01,CALIN,no,3,2,42894,46563,3.7
GCF_038050815.1,NZ_CP150902.1,integron_01,complete,yes,108,107,1351743,1439878,88.1
GCF_038050815.1,NZ_CP150902.1,integron_02,CALIN,no,65,64,1449234,1502791,53.6
GCF_038050815.1,NZ_CP150902.1,integron_03,CALIN,no,15,14,1512102,1527784,15.7
GCF_038050985.1,NZ_CP150909.1,integron_01,complete,yes,108,107,1351744,1439879,88.1
GCF_038050985.1,NZ_CP150909.1,integron_02,CALIN,no,65,64,1449235,1502792,53.6
GCF_038050985.1,NZ_CP150909.1,integron_03,CALIN,no,15,14,1512103,1527785,15.7
GCF_038070605.1,NZ_CP150947.1,integron_01,complete,yes,64,63,1319475,1374825,55.4
GCF_038070605.1,NZ_CP150948.1,integron_01,CALIN,no,2,1,1191472,1193174,1.7
GCF_038086615.1,,,none,no,0,0,0,0,0
GCF_038086725.1,,,none,no,0,0,0,0,0
GCF_038086915.1,,,none,no,0,0,0,0,0
GCF_038253855.1,NZ_CP141287.1,integron_01,complete,yes,206,205,1983013,2145920,162.9
GCF_038297345.1,NZ_CP148900.1,integron_01,CALIN,no,2,1,1605435,1606504,1.1
GCF_038297345.1,NZ_CP148900.1,integron_02,complete,yes,60,59,2121737,2179296,57.6
GCF_038297345.1,NZ_CP148900.1,integron_03,CALIN,no,4,3,2984306,2986618,2.3
GCF_038442155.1,NZ_CP135177.1,integron_01,CALIN,no,5,4,243380,249674,6.3
GCF_038452265.1,NZ_CP151842.1,integron_01,complete,yes,25,24,1770169,1787454,17.3
GCF_038695265.1,NZ_CP152307.1,integron_01,complete,yes,8,7,2074590,2088663,14.1
GCF_038695265.1,NZ_CP152308.1,integron_01,CALIN,no,3,2,571192,575132,3.9
GCF_038695265.1,NZ_CP152308.1,integron_02,CALIN,no,2,1,767306,775148,7.8
GCF_038741195.1,NZ_CP152363.1,integron_01,CALIN,no,15,14,1943370,1959052,15.7
GCF_038741195.1,NZ_CP152363.1,integron_02,CALIN,no,65,64,1968363,2021920,53.6
GCF_038741195.1,NZ_CP152363.1,integron_03,complete,yes,108,107,2031276,2119411,88.1
GCF_039542195.1,NZ_CP154264.1,integron_01,complete,yes,89,88,2073689,2153741,80.1
GCF_039544385.1,NZ_CP154266.1,integron_01,complete,yes,75,74,1547295,1632359,85.1
GCF_039544385.1,NZ_CP154269.1,integron_01,CALIN,no,3,2,51763,59248,7.5
GCF_039544385.1,NZ_CP154270.1,integron_01,CALIN,no,4,3,25496,31905,6.4
GCF_039602145.1,NZ_CP142015.1,integron_01,complete,yes,176,175,956224,1086518,130.3
GCF_039658515.1,NZ_CP150864.1,integron_01,complete,yes,215,214,1392441,1567345,174.9
GCF_039658515.1,NZ_CP150866.1,integron_01,CALIN,no,2,1,126081,128629,2.5
GCF_039658515.1,NZ_CP150867.1,integron_01,CALIN,no,2,1,4754,5532,0.8
GCF_039658525.1,NZ_CP150857.1,integron_01,complete,yes,152,151,1402271,1524254,122.0
GCF_039658545.1,NZ_CP150862.1,integron_01,complete,yes,75,74,1876393,1938979,62.6
GCF_040126105.1,NZ_CP151155.1,integron_01,complete,yes,147,146,1336250,1456066,119.8
GCF_040235185.1,NZ_CP158117.1,integron_01,complete,yes,109,108,681261,773955,92.7
GCF_040254425.1,NZ_CP158305.1,integron_01,CALIN,no,50,49,1428233,1479931,51.7
GCF_040254425.1,NZ_CP158305.1,integron_02,CALIN,no,4,3,1867963,1870621,2.7
GCF_040254425.1,NZ_CP158305.1,integron_03,complete,yes,260,259,1871374,2063779,192.4
GCF_040315585.1,NZ_CP095311.1,integron_01,CALIN,no,2,1,1173533,1176436,2.9
GCF_040315585.1,NZ_CP095311.1,integron_02,CALIN,no,2,1,1191085,1192639,1.6
GCF_040315585.1,NZ_CP095312.1,integron_01,CALIN,no,4,3,221611,224373,2.8
GCF_040315585.1,NZ_CP095312.1,integron_02,complete,yes,133,132,301499,417981,116.5
GCF_040315585.1,NZ_CP095313.1,integron_01,CALIN,no,7,6,1608,6098,4.5
GCF_040315585.1,NZ_CP095313.1,integron_02,CALIN,no,19,18,74380,88379,14.0
GCF_040412085.2,NZ_CP115920.1,integron_01,complete,yes,23,22,2105384,2126249,20.9
GCF_040412085.2,NZ_CP115921.1,integron_01,CALIN,no,2,1,787654,790653,3.0
GCF_040412195.1,NZ_CP152071.1,integron_01,complete,yes,1,0,1234986,1240458,5.5
GCF_040412195.1,NZ_CP152070.1,integron_01,complete,yes,131,130,74,1049146,1049.1
GCF_040556435.1,NZ_CP159791.1,integron_01,complete,yes,147,146,313231,420966,107.7
GCF_040588515.1,NZ_CP095337.1,integron_01,complete,yes,169,168,273445,420378,146.9
GCF_040735825.1,NZ_CP147727.1,integron_01,complete,yes,153,152,329368,444326,115.0
GCF_040805305.1,NZ_CP161854.1,integron_01,complete,yes,2,1,2335245,2340593,5.3
GCF_040805305.1,NZ_CP161854.1,integron_02,CALIN,no,4,3,2346887,2350324,3.4
GCF_040805305.1,NZ_CP161855.1,integron_01,complete,yes,105,104,499357,579188,79.8
GCF_040805305.1,NZ_CP161856.1,integron_01,CALIN,no,4,3,4175,13091,8.9
GCF_040869025.1,NZ_CP134272.1,integron_01,In0,yes,0,0,130368,131330,1.0
GCF_040869025.1,NZ_CP134272.1,integron_02,CALIN,no,48,47,865798,902568,36.8
GCF_040869035.2,NZ_CP162101.2,integron_01,complete,yes,55,54,280591,321276,40.7
GCF_040869035.2,NZ_CP162101.2,integron_02,CALIN,no,49,48,335199,378074,42.9
GCF_040957575.1,NZ_CP162602.1,integron_01,CALIN,no,2,1,542325,544167,1.8
GCF_040969975.1,NZ_CP162907.1,integron_01,complete,yes,133,132,585260,694421,109.2
GCF_041475595.1,NZ_CP167179.1,integron_01,complete,yes,23,22,1379678,1407455,27.8
GCF_041475595.1,NZ_CP167180.1,integron_01,CALIN,no,9,8,119878,129078,9.2
GCF_041504345.1,,,none,no,0,0,0,0,0
GCF_041714635.1,NZ_CP168212.1,integron_01,CALIN,no,4,3,2340063,2344127,4.1
GCF_041714635.1,NZ_CP168213.1,integron_01,CALIN,no,14,13,872774,897830,25.1
GCF_041714635.1,NZ_CP168213.1,integron_02,CALIN,no,2,1,1093026,1095365,2.3
GCF_041734175.1,NZ_CP168658.1,integron_01,CALIN,no,37,36,1,1112766,1112.8
GCF_041734175.1,NZ_CP168658.1,integron_02,complete,yes,152,151,983185,1088654,105.5
GCF_041834225.2,NZ_CM170609.1,integron_01,complete,yes,1,0,869149,874621,5.5
GCF_041834225.2,NZ_CM170610.1,integron_01,complete,yes,129,128,326810,425555,98.7
GCF_041860215.1,NZ_CP151640.1,integron_01,CALIN,no,2,1,1991399,1996135,4.7
GCF_041860215.1,NZ_CP151641.1,integron_01,CALIN,no,3,2,79188,87726,8.5
GCF_041879375.1,NZ_CP090843.1,integron_01,CALIN,no,3,2,1660213,1661894,1.7
GCF_041879375.1,NZ_CP090843.1,integron_02,CALIN,no,4,3,1938175,1940324,2.1
GCF_041879375.1,NZ_CP090843.1,integron_03,complete,yes,9,8,1951241,1959964,8.7
GCF_041879375.1,NZ_CP090844.1,integron_01,CALIN,no,3,2,948533,950452,1.9
GCF_041879375.1,NZ_CP090844.1,integron_02,CALIN,no,16,15,1070274,1086192,15.9
GCF_041879385.1,NZ_CP090845.1,integron_01,CALIN,no,3,2,1660213,1661894,1.7
GCF_041879385.1,NZ_CP090845.1,integron_02,CALIN,no,4,3,1938175,1940324,2.1
GCF_041879385.1,NZ_CP090845.1,integron_03,complete,yes,9,8,1951241,1959964,8.7
GCF_041879385.1,NZ_CP090846.1,integron_01,CALIN,no,3,2,1405874,1407793,1.9
GCF_041879385.1,NZ_CP090846.1,integron_02,CALIN,no,16,15,1527615,1543533,15.9
GCF_041879395.1,NZ_CP090847.1,integron_01,CALIN,no,7,6,1676594,1683250,6.7
GCF_041879395.1,NZ_CP090847.1,integron_02,complete,yes,8,7,2037876,2048162,10.3
GCF_041879395.1,NZ_CP090848.1,integron_01,CALIN,no,9,8,1029987,1038847,8.9
GCF_041879425.1,NZ_CP090854.1,integron_01,complete,yes,4,3,1373587,1383331,9.7
GCF_041950465.1,NZ_CP169539.1,integron_01,complete,yes,24,23,1272046,1292772,20.7
GCF_041950465.1,NZ_CP169540.1,integron_01,CALIN,no,10,9,1209736,1221869,12.1
GCF_041950465.1,NZ_CP169541.1,integron_01,CALIN,no,2,1,79058,82738,3.7
GCF_042245395.1,NZ_CP145310.1,integron_01,complete,yes,3,2,806343,815223,8.9
GCF_042245395.1,NZ_CP145310.1,integron_02,CALIN,no,3,2,1662057,1668786,6.7
GCF_042604665.1,NZ_CP158974.1,integron_01,complete,yes,1,0,2386373,2391845,5.5
GCF_042604665.1,NZ_CP158975.1,integron_01,complete,yes,123,122,161935,257601,95.7
GCF_042604665.1,NZ_CP158976.1,integron_01,complete,yes,1,0,17140,19547,2.4
GCF_042691635.1,NZ_CP170491.1,integron_01,CALIN,no,49,48,2069354,2108924,39.6
GCF_042848055.1,NZ_AP031614.1,integron_01,complete,yes,102,101,1338428,1430984,92.6
GCF_042848055.1,NZ_AP031615.1,integron_01,CALIN,no,13,12,713525,732463,18.9
GCF_042940635.1,NZ_CP134975.1,integron_01,CALIN,no,14,13,1631451,1645059,13.6
GCF_042940635.1,NZ_CP134976.1,integron_01,complete,yes,188,187,184,1454553,1454.4
GCF_043754845.1,NZ_CP171657.1,integron_01,complete,yes,133,132,835296,930378,95.1
GCF_043755855.1,NZ_CP171659.1,integron_01,complete,yes,169,168,828725,952989,124.3
GCF_043756065.1,NZ_CP171661.1,integron_01,complete,yes,167,166,72228,195180,123.0
GCF_043756335.1,NZ_CP171663.1,integron_01,complete,yes,169,168,526660,650924,124.3
GCF_043757505.1,NZ_CP171665.1,integron_01,complete,yes,155,154,728006,841091,113.1
GCF_043757815.1,NZ_CP171667.1,integron_01,complete,yes,205,204,523723,672062,148.3
GCF_043758405.1,NZ_CP171669.1,integron_01,complete,yes,168,167,526661,650921,124.3
GCF_043759795.1,NZ_CP171671.1,integron_01,complete,yes,169,168,828720,952984,124.3
GCF_043760105.1,NZ_CP171673.1,integron_01,complete,yes,203,202,523794,671694,147.9
GCF_043760675.1,NZ_CP171675.1,integron_01,complete,yes,198,197,834718,979619,144.9
GCF_043762865.1,NZ_CP171677.1,integron_01,complete,yes,218,217,833839,987193,153.4
GCF_043763295.1,NZ_CP171679.1,integron_01,complete,yes,221,220,510828,669964,159.1
GCF_043763905.1,NZ_CP171681.1,integron_01,complete,yes,164,163,727564,845045,117.5
GCF_043765735.1,NZ_CP171683.1,integron_01,complete,yes,219,218,65084,222895,157.8
GCF_043766185.1,NZ_CP171685.1,integron_01,complete,yes,171,170,477244,602884,125.6
GCF_043766955.1,NZ_CP171687.1,integron_01,complete,yes,221,220,522427,681563,159.1
GCF_043769025.1,NZ_CP171689.1,integron_01,complete,yes,169,168,828790,953054,124.3
GCF_043995865.1,NZ_CP171887.1,integron_01,complete,yes,104,103,1837524,1919758,82.2
GCF_044343075.1,NZ_CP172324.1,integron_01,complete,yes,168,167,689259,812147,122.9
GCF_044343085.1,NZ_CP172326.1,integron_01,complete,yes,169,168,840252,964516,124.3
GCF_044343165.1,NZ_CP172328.1,integron_01,complete,yes,169,168,45,1123985,1123.9
GCF_044496695.1,NZ_CP172405.1,integron_01,complete,yes,103,102,870998,966505,95.5
GCF_044496695.1,NZ_CP172406.1,integron_01,CALIN,no,2,1,748041,749835,1.8
GCF_044496695.1,NZ_CP172406.1,integron_02,CALIN,no,3,2,857625,862205,4.6
GCF_044784405.1,NZ_CP173027.1,integron_01,complete,yes,50,49,178124,225651,47.5
GCF_044905045.1,NZ_CP173269.1,integron_01,complete,yes,131,130,518094,617830,99.7
GCF_044905045.1,NZ_CP173270.1,integron_01,complete,yes,1,0,105064,111160,6.1
GCF_044905045.1,NZ_CP173270.1,integron_02,In0,yes,0,0,108944,109957,1.0
GCF_044905055.1,NZ_CP173266.1,integron_01,complete,yes,130,129,424,1046388,1046.0
GCF_044905055.1,NZ_CP173267.1,integron_01,complete,yes,4,3,105064,110543,5.5
GCF_045004265.1,NZ_CP173383.1,integron_01,complete,yes,99,98,1658895,1756086,97.2
GCF_045004285.1,NZ_CP173385.1,integron_01,complete,yes,99,98,415339,512530,97.2
GCF_045004295.1,NZ_CP173391.1,integron_01,complete,yes,121,120,2984936,3088364,103.4
GCF_045004305.1,NZ_CP173389.1,integron_01,complete,yes,104,103,2267181,2365738,98.6
GCF_045004315.1,NZ_CP173387.1,integron_01,complete,yes,78,77,2930995,3003860,72.9
GCF_045004315.1,NZ_CP173388.1,integron_01,CALIN,no,3,2,1661231,1664055,2.8
GCF_045278325.1,NZ_CP128803.1,integron_01,complete,yes,99,98,1380155,1458938,78.8
GCF_045278325.1,NZ_CP128805.1,integron_01,complete,yes,3,2,1,171854,171.9
GCF_045278325.1,NZ_CP128805.1,integron_02,complete,yes,4,3,23719,28233,4.5
GCF_045287955.1,NZ_CP149505.1,integron_01,CALIN,no,35,34,1829983,1852226,22.2
GCF_045287955.1,NZ_CP149505.1,integron_02,complete,yes,108,107,1862487,1938390,75.9
GCF_045291255.1,NZ_CP134278.1,integron_01,In0,yes,0,0,989124,990086,1.0
GCF_045291255.1,NZ_CP134278.1,integron_02,CALIN,no,36,35,1257043,1289084,32.0
GCF_045348105.1,NZ_CP150831.1,integron_01,complete,yes,315,314,986208,1183335,197.1
GCF_045586155.1,NZ_CP169050.1,integron_01,complete,yes,172,171,1797907,1924951,127.0
GCF_045679545.1,NZ_CP166194.1,integron_01,complete,yes,24,23,1449473,1473033,23.6
GCF_045689275.1,NZ_CP137092.1,integron_01,complete,yes,310,309,727471,948109,220.6
GCF_045689325.1,NZ_CP137136.1,integron_01,complete,yes,156,155,295273,413772,118.5
GCF_045820715.1,NZ_CP174456.1,integron_01,complete,yes,78,77,1787967,1858803,70.8
GCF_046058925.1,,,none,no,0,0,0,0,0
GCF_046097525.1,NZ_CP175807.1,integron_01,complete,yes,105,104,389625,464273,74.6
GCF_046118645.1,NZ_CP176035.1,integron_01,CALIN,no,12,11,2764429,2777790,13.4
GCF_046118645.1,NZ_CP176035.1,integron_02,complete,yes,153,152,2790544,2909293,118.7
GCF_046118655.1,NZ_CP176031.1,integron_01,CALIN,no,12,11,2257964,2271325,13.4
GCF_046118655.1,NZ_CP176031.1,integron_02,complete,yes,165,164,2284079,2408801,124.7
GCF_046250205.1,,,none,no,0,0,0,0,0
GCF_046271895.1,NZ_CP176646.1,integron_01,complete,yes,69,68,1809424,1867945,58.5
GCF_046271965.1,NZ_CP176657.1,integron_01,complete,yes,66,65,1909676,1957168,47.5
GCF_046532655.1,NZ_CP151937.1,integron_01,complete,yes,239,238,1591668,1754973,163.3
GCF_046532655.1,NZ_CP151936.1,integron_01,CALIN,no,3,2,1339805,1343165,3.4
GCF_046532685.1,NZ_CP155084.1,integron_01,CALIN,no,7,6,1649314,1658100,8.8
GCF_046532685.1,NZ_CP155084.1,integron_02,complete,yes,38,37,2109499,2143852,34.4
GCF_046532695.1,NZ_CP151938.1,integron_01,complete,yes,79,78,1232199,1302317,70.1
GCF_046532705.1,NZ_CP151941.1,integron_01,CALIN,no,6,5,3277883,3287199,9.3
GCF_046581405.1,NZ_CP041683.1,integron_01,CALIN,no,39,38,3540179,3572181,32.0
GCF_046581405.1,NZ_CP041683.1,integron_02,complete,yes,49,48,3587802,3627138,39.3
GCF_046736365.1,NZ_CP157385.1,integron_01,complete,yes,168,167,644977,768782,123.8
GCF_046850195.1,NZ_CP133986.1,integron_01,CALIN,no,8,7,114183,119481,5.3
GCF_046850195.1,NZ_CP133986.1,integron_02,CALIN,no,4,3,124201,127526,3.3
GCF_046850195.1,NZ_CP133986.1,integron_03,complete,yes,291,290,899039,1122265,223.2
GCF_047221425.1,NZ_CP178388.1,integron_01,CALIN,no,13,12,599830,607833,8.0
GCF_047221425.1,NZ_CP178388.1,integron_02,CALIN,no,12,11,607974,616251,8.3
GCF_047221425.1,NZ_CP178388.1,integron_03,complete,yes,34,33,617637,645659,28.0
GCF_047302445.1,,,none,no,0,0,0,0,0
GCF_047497145.1,NZ_CP076287.1,integron_01,complete,yes,12,11,1392896,1414074,21.2
GCF_047497145.1,NZ_CP076287.1,integron_02,CALIN,no,4,3,2147210,2155989,8.8
GCF_047524955.2,NZ_CP194674.1,integron_01,complete,yes,1,0,2386030,2391502,5.5
GCF_047524955.2,NZ_CP194675.1,integron_01,complete,yes,131,130,657887,758155,100.3
GCF_047524955.2,NZ_CP194676.1,integron_01,complete,yes,1,0,17140,19547,2.4
GCF_047549585.1,NZ_CP180205.1,integron_01,CALIN,no,21,20,1656192,1675617,19.4
GCF_047549585.1,NZ_CP180206.1,integron_01,complete,yes,22,21,846643,868760,22.1
GCF_048284855.2,NZ_CP192285.1,integron_01,complete,yes,76,75,2063758,2136721,73.0
GCF_048284885.2,NZ_CP192147.1,integron_01,complete,yes,123,122,1306265,1398824,92.6
GCF_048300935.1,NZ_CP134280.1,integron_01,CALIN,no,2,1,872048,874959,2.9
GCF_048300935.1,NZ_CP134281.1,integron_01,In0,yes,0,0,154804,155766,1.0
GCF_048300935.1,NZ_CP134281.1,integron_02,CALIN,no,25,24,864348,882673,18.3
GCF_048537445.1,NZ_CP183254.1,integron_01,complete,yes,2,1,493669,498065,4.4
GCF_048537455.1,,,none,no,0,0,0,0,0
GCF_048537465.1,,,none,no,0,0,0,0,0
GCF_048537505.1,NZ_CP183282.1,integron_01,complete,yes,2,1,511002,515353,4.4
GCF_048537515.1,,,none,no,0,0,0,0,0
GCF_048537525.1,NZ_CP183287.1,integron_01,complete,yes,2,1,481646,486042,4.4
GCF_048835935.1,,,none,no,0,0,0,0,0
GCF_048844225.1,NZ_CP184834.1,integron_01,In0,yes,0,0,1278908,1279870,1.0
GCF_048914355.1,NZ_CP176357.1,integron_01,complete,yes,108,107,313395,401530,88.1
GCF_048914355.1,NZ_CP176357.1,integron_02,CALIN,no,65,64,410886,464442,53.6
GCF_048914355.1,NZ_CP176357.1,integron_03,CALIN,no,15,14,473753,489437,15.7
GCF_049187005.1,NZ_CP185778.1,integron_01,complete,yes,5,4,1935445,1941307,5.9
GCF_049315005.1,NZ_CP186026.1,integron_01,complete,yes,252,251,691987,875292,183.3
GCF_049315015.1,NZ_CP186019.1,integron_01,CALIN,no,3,2,1474855,1477521,2.7
GCF_049384865.1,NZ_JAIWIW010000001.1,integron_01,complete,yes,58,57,1449597,1504807,55.2
GCF_049384865.1,NZ_JAIWIW010000002.1,integron_01,CALIN,no,10,9,2356194,2374313,18.1
GCF_049563345.1,NZ_CP110481.1,integron_01,CALIN,no,3,2,346405,352532,6.1
GCF_049563345.1,NZ_CP110481.1,integron_02,CALIN,no,2,1,363244,365505,2.3
GCF_049563835.1,,,none,no,0,0,0,0,0
GCF_049810405.1,NZ_CP187389.1,integron_01,complete,yes,72,71,1432521,1497577,65.1
GCF_049816165.1,NZ_CP187429.1,integron_01,complete,yes,149,148,1380009,1491331,111.3
GCF_049816175.1,NZ_CP187434.1,integron_01,complete,yes,96,95,1415003,1496959,82.0
GCF_049816605.1,NZ_CP187437.1,integron_01,complete,yes,124,123,1889263,1986473,97.2
GCF_049816615.1,NZ_CP187442.1,integron_01,complete,yes,90,89,2202488,2272813,70.3
GCF_049817095.1,NZ_CP187446.1,integron_01,complete,yes,89,88,2440362,2519435,79.1
GCF_049818045.1,NZ_CP187480.1,integron_01,complete,yes,86,85,1946405,2013359,67.0
GCF_049821485.1,NZ_CP187513.1,integron_01,CALIN,no,8,7,1717362,1725443,8.1
GCF_049821485.1,NZ_CP187514.1,integron_01,complete,yes,15,14,1028758,1047969,19.2
GCF_049821485.1,NZ_CP187514.1,integron_02,CALIN,no,2,1,1230652,1233333,2.7
GCF_049821485.1,NZ_CP187515.1,integron_01,CALIN,no,5,4,242448,248588,6.1
GCF_050500225.1,NZ_CP191367.1,integron_01,complete,yes,1,0,2184685,2190157,5.5
GCF_050500225.1,NZ_CP191368.1,integron_01,complete,yes,131,130,52097,153146,101.0
GCF_050507685.1,NZ_CP191479.1,integron_01,CALIN,no,3,2,1580608,1585035,4.4
GCF_050507685.1,NZ_CP191479.1,integron_02,CALIN,no,19,18,2117513,2132696,15.2
GCF_050507685.1,NZ_CP191479.1,integron_03,complete,yes,42,41,2176540,2207883,31.3
GCF_050710195.2,NZ_CM139086.1,integron_01,complete,yes,62,61,2365072,2427768,62.7
GCF_050710195.2,NZ_JBICRK020000005.1,integron_01,CALIN,no,4,3,45531,48100,2.6
GCF_050815385.1,NZ_CP104016.1,integron_01,complete,yes,73,72,2117474,2184008,66.5
GCF_050815385.1,NZ_CP104019.1,integron_01,CALIN,no,4,3,2,66331,66.3
GCF_050870795.1,,,none,no,0,0,0,0,0
GCF_050888945.2,NZ_CP180435.1,integron_01,complete,yes,96,95,1321035,1402411,81.4
GCF_050920685.1,NZ_CP138328.1,integron_01,complete,yes,121,120,1358913,1455315,96.4
GCF_050920865.1,NZ_CP194405.1,integron_01,complete,yes,108,107,1346257,1434392,88.1
GCF_050920865.1,NZ_CP194405.1,integron_02,CALIN,no,65,64,1443748,1497305,53.6
GCF_050920865.1,NZ_CP194405.1,integron_03,CALIN,no,15,14,1506616,1522298,15.7
GCF_051046865.1,,,none,no,0,0,0,0,0
GCF_051046905.1,NZ_CP095332.1,integron_01,complete,yes,258,257,752776,946387,193.6
GCF_051122595.1,NZ_CP178577.1,integron_01,complete,yes,52,51,1113387,1154779,41.4
GCF_051131115.1,NZ_CP150876.1,integron_01,complete,yes,134,133,1962551,2062481,99.9
GCF_051131125.1,NZ_CP150869.1,integron_01,complete,yes,130,129,1287088,1393334,106.2
GCF_051132235.1,NZ_CP072677.1,integron_01,complete,yes,187,186,1882529,2041798,159.3
GCF_051132395.1,NZ_CP125666.1,integron_01,complete,yes,4,3,1516755,1523565,6.8
GCF_051132395.1,NZ_CP125665.1,integron_01,CALIN,no,5,4,16584,20688,4.1
GCF_051132395.1,NZ_CP125665.1,integron_02,complete,yes,2,1,268969,274686,5.7
GCF_051132505.1,,,none,no,0,0,0,0,0
GCF_051175305.1,NZ_CP195090.1,integron_01,In0,yes,0,0,257619,258581,1.0
GCF_051175305.1,NZ_CP195090.1,integron_02,CALIN,no,31,30,650419,670396,20.0
GCF_051175305.1,NZ_CP195090.1,integron_03,CALIN,no,66,65,692422,737781,45.4
GCF_051201655.1,NZ_CP179206.1,integron_01,complete,yes,1,0,2639971,2642570,2.6
GCF_051201655.1,NZ_CP179207.1,integron_01,complete,yes,2,1,176963,180186,3.2
GCF_051352415.1,NZ_CP195598.1,integron_01,In0,yes,0,0,1335181,1336143,1.0
GCF_051352415.1,NZ_CP195598.1,integron_02,CALIN,no,279,278,1355310,1560760,205.4
GCF_051352415.1,NZ_CP195598.1,integron_03,CALIN,no,3,2,3231057,3234087,3.0
GCF_051858925.1,NZ_CP182583.1,integron_01,CALIN,no,2,1,1368279,1370363,2.1
GCF_051859665.1,NZ_CP196677.1,integron_01,complete,yes,80,79,1332726,1401330,68.6
GCF_051859665.1,NZ_CP196677.1,integron_02,CALIN,no,4,3,1433786,1437994,4.2
GCF_051903045.1,NZ_CP166609.1,integron_01,complete,yes,108,107,1780821,1868661,87.8
GCF_051903045.1,NZ_CP166609.1,integron_02,CALIN,no,65,64,1878310,1931868,53.6
GCF_051903045.1,NZ_CP166609.1,integron_03,CALIN,no,15,14,1941179,1956860,15.7
GCF_051903285.1,NZ_CP196622.1,integron_01,complete,yes,104,103,346995,426478,79.5
GCF_051903285.1,NZ_CP196622.1,integron_02,CALIN,no,17,16,446504,460078,13.6
GCF_051903295.1,NZ_CP196624.1,integron_01,complete,yes,101,100,346996,424634,77.6
GCF_051903295.1,NZ_CP196624.1,integron_02,CALIN,no,17,16,444674,458248,13.6
GCF_052076115.1,NZ_CP197263.1,integron_01,complete,yes,136,135,2038647,2157068,118.4
GCF_052076125.1,NZ_CP197265.1,integron_01,complete,yes,66,65,1895504,1942996,47.5
GCF_052076135.1,NZ_CP197268.1,integron_01,complete,yes,70,69,525492,574274,48.8
GCF_052271875.1,NZ_CP196626.1,integron_01,complete,yes,110,109,346918,429810,82.9
GCF_052271875.1,NZ_CP196626.1,integron_02,CALIN,no,17,16,449836,463410,13.6
GCF_052375575.1,NZ_CM126336.1,integron_01,complete,yes,144,143,1661742,1781917,120.2
GCF_052545415.1,NZ_CM127143.1,integron_01,complete,yes,241,240,127050,301503,174.5
GCF_052591495.1,NZ_CM127328.1,integron_01,complete,yes,63,62,1336254,1395863,59.6
GCF_052747775.1,NZ_CM127575.1,integron_01,complete,yes,78,77,952162,1022601,70.4
GCF_052747775.1,NZ_JBRALU010000004.1,integron_01,CALIN,no,15,14,640,9775,9.1
