genome_a,genome_b,species_a,species_b,mash_dist,n_shared,mtf_distance,random_mean
GCF_000009745.1,GCF_002863725.1,Vibrio vulnificus YJ016,Vibrio vulnificus,0.04245,10,9,8.35
GCF_000009745.1,GCF_003047125.1,Vibrio vulnificus YJ016,Vibrio vulnificus Env1,0.04092,10,8,8.35
GCF_000009745.1,GCF_003522555.1,Vibrio vulnificus YJ016,Vibrio vulnificus,0.02223,17,16,15.42
GCF_000009745.1,GCF_004319645.1,Vibrio vulnificus YJ016,Vibrio vulnificus,0.01729,15,13,13.29
GCF_000009745.1,GCF_008693685.1,Vibrio vulnificus YJ016,Vibrio vulnificus,0.04078,16,11,14.40
GCF_000009745.1,GCF_009665475.1,Vibrio vulnificus YJ016,Vibrio vulnificus,0.01865,25,21,23.14
GCF_000009745.1,GCF_009764115.1,Vibrio vulnificus YJ016,Vibrio vulnificus,0.03349,13,12,11.43
GCF_000009745.1,GCF_014107515.1,Vibrio vulnificus YJ016,Vibrio vulnificus,0.01823,25,23,23.14
GCF_000009745.1,GCF_014211935.1,Vibrio vulnificus YJ016,Vibrio vulnificus,0.03933,11,6,9.41
GCF_000009745.1,GCF_029990625.1,Vibrio vulnificus YJ016,Vibrio vulnificus,0.01699,15,13,13.29
GCF_000009745.1,GCF_045348105.1,Vibrio vulnificus YJ016,Vibrio vulnificus,0.04054,16,15,14.40
GCF_000009745.1,GCF_046532655.1,Vibrio vulnificus YJ016,Vibrio vulnificus,0.02119,14,13,12.43
GCF_000009745.1,GCF_056820805.1,Vibrio vulnificus YJ016,Vibrio vulnificus,0.02667,13,12,11.43
GCF_000016245.1,GCF_000021605.1,Vibrio cholerae O395,Vibrio cholerae M66-2,0.00550,45,7,43.23
GCF_000016245.1,GCF_000021625.1,Vibrio cholerae O395,Vibrio cholerae O395,0.00000,93,0,91.36
GCF_000016245.1,GCF_000022585.1,Vibrio cholerae O395,Vibrio cholerae MJ-1236,0.00627,57,56,55.37
GCF_000016245.1,GCF_000166455.1,Vibrio cholerae O395,Vibrio cholerae O1 str. 2010EL-1786,0.00609,59,34,57.17
GCF_000016245.1,GCF_000250855.1,Vibrio cholerae O395,Vibrio cholerae IEC224,0.00594,65,11,63.39
GCF_000016245.1,GCF_000275645.1,Vibrio cholerae O395,Vibrio cholerae H1,0.00611,57,33,55.37
GCF_000016245.1,GCF_000765415.1,Vibrio cholerae O395,Vibrio cholerae,0.00696,59,13,57.17
GCF_000016245.1,GCF_000788715.2,Vibrio cholerae O395,Vibrio cholerae,0.00900,50,34,48.18
GCF_000016245.1,GCF_000829215.1,Vibrio cholerae O395,Vibrio cholerae MS6,0.00679,52,13,50.38
GCF_000016245.1,GCF_000963555.1,Vibrio cholerae O395,Vibrio cholerae O1 biovar El Tor,0.00609,59,13,57.17
GCF_000016245.1,GCF_000969235.1,Vibrio cholerae O395,Vibrio cholerae,0.01603,14,13,12.43
GCF_000016245.1,GCF_000969265.1,Vibrio cholerae O395,Vibrio cholerae,0.01772,20,18,18.30
GCF_000016245.1,GCF_001250235.2,Vibrio cholerae O395,Vibrio cholerae,0.00551,67,12,65.34
GCF_000016245.1,GCF_001318185.1,Vibrio cholerae O395,Vibrio cholerae O1 str. KW3,0.00611,57,33,55.37
GCF_000016245.1,GCF_001433435.1,Vibrio cholerae O395,Vibrio vulnificus,0.20639,12,10,10.26
GCF_000016245.1,GCF_001558475.2,Vibrio cholerae O395,Vibrio mimicus,0.10472,15,12,13.29
GCF_000016245.1,GCF_001558515.2,Vibrio cholerae O395,Vibrio vulnificus,0.21416,10,9,8.35
GCF_000016245.1,GCF_001653775.1,Vibrio cholerae O395,Vibrio vulnificus,0.20639,12,10,10.26
GCF_000016245.1,GCF_001675245.1,Vibrio cholerae O395,Vibrio vulnificus,0.21169,12,10,10.26
GCF_000016245.1,GCF_001683415.1,Vibrio cholerae O395,Vibrio cholerae 2740-80,0.00584,54,44,52.20
GCF_000016245.1,GCF_001854425.1,Vibrio cholerae O395,Vibrio cholerae,0.00898,50,34,48.18
GCF_000016245.1,GCF_001887395.1,Vibrio cholerae O395,Vibrio cholerae,0.00555,61,11,59.39
GCF_000016245.1,GCF_001887415.1,Vibrio cholerae O395,Vibrio cholerae,0.00497,50,12,48.18
GCF_000016245.1,GCF_001887435.1,Vibrio cholerae O395,Vibrio cholerae,0.00560,56,34,54.25
GCF_000016245.1,GCF_001887455.1,Vibrio cholerae O395,Vibrio cholerae,0.00559,59,8,57.17
GCF_000016245.1,GCF_001887475.1,Vibrio cholerae O395,Vibrio cholerae,0.00585,54,44,52.20
GCF_000016245.1,GCF_001887495.1,Vibrio cholerae O395,Vibrio cholerae,0.00576,61,11,59.39
GCF_000016245.1,GCF_001887515.1,Vibrio cholerae O395,Vibrio cholerae,0.00567,61,18,59.39
GCF_000016245.1,GCF_001887615.1,Vibrio cholerae O395,Vibrio cholerae,0.00581,56,8,54.25
GCF_000016245.1,GCF_001887635.1,Vibrio cholerae O395,Vibrio cholerae,0.00510,43,21,41.18
GCF_000016245.1,GCF_001887655.1,Vibrio cholerae O395,Vibrio cholerae,0.00579,61,10,59.39
GCF_000016245.1,GCF_002073335.2,Vibrio cholerae O395,Vibrio cholerae,0.00551,67,12,65.34
GCF_000016245.1,GCF_002117205.1,Vibrio cholerae O395,Vibrio vulnificus,0.21859,11,9,9.41
GCF_000016245.1,GCF_002211985.1,Vibrio cholerae O395,Vibrio anguillarum,0.20859,10,9,8.35
GCF_000016245.1,GCF_002212025.1,Vibrio cholerae O395,Vibrio anguillarum,0.20098,16,12,14.40
GCF_000016245.1,GCF_002216685.1,Vibrio cholerae O395,Vibrio tarriae,0.03985,11,10,9.41
GCF_000016245.1,GCF_002224265.1,Vibrio cholerae O395,Vibrio vulnificus NBRC 15645 = ATCC 27562,0.21416,11,10,9.41
GCF_000016245.1,GCF_002287545.1,Vibrio cholerae O395,Vibrio anguillarum,0.20784,10,9,8.35
GCF_000016245.1,GCF_002313025.1,Vibrio cholerae O395,Vibrio cholerae,0.02061,13,9,11.43
GCF_000016245.1,GCF_002749635.1,Vibrio cholerae O395,Vibrio cholerae,0.00549,66,12,64.29
GCF_000016245.1,GCF_002892855.1,Vibrio cholerae O395,Vibrio cholerae,0.00586,66,11,64.29
GCF_000016245.1,GCF_002946655.1,Vibrio cholerae O395,Vibrio cholerae O1 biovar El Tor,0.00602,58,13,56.23
GCF_000016245.1,GCF_002997215.1,Vibrio cholerae O395,Vibrio cholerae,0.00587,66,11,64.29
GCF_000016245.1,GCF_003047125.1,Vibrio cholerae O395,Vibrio vulnificus Env1,0.21677,10,9,8.35
GCF_000016245.1,GCF_003063785.1,Vibrio cholerae O395,Vibrio cholerae,0.00552,67,12,65.34
GCF_000016245.1,GCF_003063885.1,Vibrio cholerae O395,Vibrio cholerae,0.01839,22,21,20.38
GCF_000016245.1,GCF_003097695.1,Vibrio cholerae O395,Vibrio cholerae,0.00587,66,11,64.29
GCF_000016245.1,GCF_003399575.2,Vibrio cholerae O395,Vibrio anguillarum,0.20859,10,9,8.35
GCF_000016245.1,GCF_003574155.1,Vibrio cholerae O395,Vibrio cholerae,0.00579,56,10,54.25
GCF_000016245.1,GCF_003591575.1,Vibrio cholerae O395,Vibrio cholerae,0.01884,13,11,11.43
GCF_000016245.1,GCF_003595585.1,Vibrio cholerae O395,Vibrio anguillarum,0.21332,10,9,8.35
GCF_000016245.1,GCF_003719755.1,Vibrio cholerae O395,Vibrio cholerae,0.00715,59,58,57.17
GCF_000016245.1,GCF_004328575.1,Vibrio cholerae O395,Vibrio cholerae,0.01564,27,14,25.34
GCF_000016245.1,GCF_008369605.1,Vibrio cholerae O395,Vibrio cholerae,0.01728,26,25,24.22
GCF_000016245.1,GCF_008693685.1,Vibrio cholerae O395,Vibrio vulnificus,0.21416,11,10,9.41
GCF_000016245.1,GCF_009646135.1,Vibrio cholerae O395,Vibrio cholerae O395,0.00003,94,0,92.26
GCF_000016245.1,GCF_009665195.1,Vibrio cholerae O395,Vibrio mimicus,0.10465,11,9,9.41
GCF_000016245.1,GCF_009665255.1,Vibrio cholerae O395,Vibrio metoecus,0.07957,12,10,10.26
GCF_000016245.1,GCF_009665275.1,Vibrio cholerae O395,Vibrio metoecus,0.08806,17,16,15.42
GCF_000016245.1,GCF_009665395.1,Vibrio cholerae O395,Vibrio cincinnatiensis,0.21953,14,11,12.43
GCF_000016245.1,GCF_009665415.1,Vibrio cholerae O395,Vibrio cidicii,0.20639,14,12,12.43
GCF_000016245.1,GCF_009762895.1,Vibrio cholerae O395,Vibrio cholerae,0.01769,12,10,10.26
GCF_000016245.1,GCF_009762915.1,Vibrio cholerae O395,Vibrio cholerae,0.01955,22,21,20.38
GCF_000016245.1,GCF_009762945.1,Vibrio cholerae O395,Vibrio cholerae,0.01762,12,11,10.26
GCF_000016245.1,GCF_009762965.1,Vibrio cholerae O395,Vibrio cholerae,0.01930,14,12,12.43
GCF_000016245.1,GCF_009762985.1,Vibrio cholerae O395,Vibrio cholerae,0.00583,54,44,52.20
GCF_000016245.1,GCF_009763045.1,Vibrio cholerae O395,Vibrio cholerae,0.01789,10,9,8.35
GCF_000016245.1,GCF_009763065.1,Vibrio cholerae O395,Vibrio cholerae,0.01809,14,13,12.43
GCF_000016245.1,GCF_009763665.1,Vibrio cholerae O395,Vibrio cholerae,0.01899,15,14,13.29
GCF_000016245.1,GCF_009763725.1,Vibrio cholerae O395,Vibrio navarrensis,0.19670,11,10,9.41
GCF_000016245.1,GCF_009763825.1,Vibrio cholerae O395,Vibrio cholerae,0.00668,60,11,58.24
GCF_000016245.1,GCF_009763865.1,Vibrio cholerae O395,Vibrio metoecus,0.08605,13,11,11.43
GCF_000016245.1,GCF_009763885.1,Vibrio cholerae O395,Vibrio cincinnatiensis,0.21859,13,9,11.43
GCF_000016245.1,GCF_009763905.1,Vibrio cholerae O395,Vibrio metoecus,0.08684,11,7,9.41
GCF_000016245.1,GCF_009763945.1,Vibrio cholerae O395,Vibrio cholerae C6706,0.00587,67,65,65.34
GCF_000016245.1,GCF_009764025.1,Vibrio cholerae O395,Vibrio mimicus,0.10891,11,9,9.41
GCF_000016245.1,GCF_009799825.1,Vibrio cholerae O395,Vibrio cholerae,0.00664,59,13,57.17
GCF_000016245.1,GCF_009938115.1,Vibrio cholerae O395,Vibrio cholerae O1,0.00892,50,34,48.18
GCF_000016245.1,GCF_013085075.1,Vibrio cholerae O395,Vibrio cholerae C6706,0.00588,66,11,64.29
GCF_000016245.1,GCF_013085105.1,Vibrio cholerae O395,Vibrio cholerae O1 biovar El Tor,0.00590,66,11,64.29
GCF_000016245.1,GCF_013085125.1,Vibrio cholerae O395,Vibrio cholerae O1 biovar El Tor,0.00553,67,12,65.34
GCF_000016245.1,GCF_013085145.1,Vibrio cholerae O395,Vibrio cholerae O1 biovar El Tor,0.00616,59,13,57.17
GCF_000016245.1,GCF_013085165.1,Vibrio cholerae O395,Vibrio cholerae O1 biovar El Tor,0.00549,67,12,65.34
GCF_000016245.1,GCF_013357605.1,Vibrio cholerae O395,Vibrio cholerae,0.01595,24,13,22.24
GCF_000016245.1,GCF_013357625.1,Vibrio cholerae O395,Vibrio cholerae,0.01891,27,26,25.34
GCF_000016245.1,GCF_013357645.1,Vibrio cholerae O395,Vibrio cholerae,0.01825,25,21,23.14
GCF_000016245.1,GCF_013357665.1,Vibrio cholerae O395,Vibrio cholerae,0.01784,17,11,15.42
GCF_000016245.1,GCF_013357685.1,Vibrio cholerae O395,Vibrio cholerae,0.01937,16,11,14.40
GCF_000016245.1,GCF_013357725.1,Vibrio cholerae O395,Vibrio cholerae,0.01916,16,15,14.40
GCF_000016245.1,GCF_013357745.1,Vibrio cholerae O395,Vibrio cholerae,0.01938,16,15,14.40
GCF_000016245.1,GCF_013357765.1,Vibrio cholerae O395,Vibrio cholerae,0.01911,22,19,20.38
GCF_000016245.1,GCF_013357785.1,Vibrio cholerae O395,Vibrio cholerae,0.02101,15,14,13.29
GCF_000016245.1,GCF_013357805.1,Vibrio cholerae O395,Vibrio cholerae,0.02102,16,15,14.40
GCF_000016245.1,GCF_013357825.1,Vibrio cholerae O395,Vibrio cholerae,0.02091,11,10,9.41
GCF_000016245.1,GCF_013357845.1,Vibrio cholerae O395,Vibrio cholerae,0.02133,15,14,13.29
GCF_000016245.1,GCF_013357865.1,Vibrio cholerae O395,Vibrio cholerae,0.02058,11,10,9.41
GCF_000016245.1,GCF_013357885.1,Vibrio cholerae O395,Vibrio cholerae,0.01892,23,22,21.19
GCF_000016245.1,GCF_013462495.1,Vibrio cholerae O395,Vibrio cholerae,0.00754,58,11,56.23
GCF_000016245.1,GCF_014211935.1,Vibrio cholerae O395,Vibrio vulnificus,0.21416,11,9,9.41
GCF_000016245.1,GCF_015168795.1,Vibrio cholerae O395,Vibrio cholerae,0.01735,18,14,16.26
GCF_000016245.1,GCF_015482825.1,Vibrio cholerae O395,Vibrio cholerae C6706,0.00588,66,11,64.29
GCF_000016245.1,GCF_015767675.1,Vibrio cholerae O395,Vibrio navarrensis,0.20784,16,13,14.40
GCF_000016245.1,GCF_017948285.1,Vibrio cholerae O395,Vibrio cholerae,0.00586,66,11,64.29
GCF_000016245.1,GCF_017948345.1,Vibrio cholerae O395,Vibrio cholerae MO10,0.00667,61,12,59.39
GCF_000016245.1,GCF_018336415.1,Vibrio cholerae O395,Vibrio cholerae O37,0.00381,69,9,67.28
GCF_000016245.1,GCF_019458445.1,Vibrio cholerae O395,Vibrio cholerae,0.00557,59,13,57.17
GCF_000016245.1,GCF_019458465.1,Vibrio cholerae O395,Vibrio cholerae,0.01731,22,16,20.38
GCF_000016245.1,GCF_019704235.1,Vibrio cholerae O395,Vibrio cholerae,0.00610,58,57,56.23
GCF_000016245.1,GCF_019704255.1,Vibrio cholerae O395,Vibrio cholerae,0.00600,61,15,59.39
GCF_000016245.1,GCF_021431865.1,Vibrio cholerae O395,Vibrio cholerae,0.00622,58,57,56.23
GCF_000016245.1,GCF_021431945.1,Vibrio cholerae O395,Vibrio cholerae,0.01782,20,19,18.30
GCF_000016245.1,GCF_024734685.1,Vibrio cholerae O395,Vibrio cholerae,0.00609,59,13,57.17
GCF_000016245.1,GCF_025258925.1,Vibrio cholerae O395,Vibrio cholerae,0.02010,14,13,12.43
GCF_000016245.1,GCF_025258945.1,Vibrio cholerae O395,Vibrio cholerae,0.02010,14,13,12.43
GCF_000016245.1,GCF_025397955.1,Vibrio cholerae O395,Vibrio sp. J502,0.20784,10,9,8.35
GCF_000016245.1,GCF_026000435.1,Vibrio cholerae O395,Vibrio sp. STUT-A11,0.23511,11,9,9.41
GCF_000016245.1,GCF_026013235.1,Vibrio cholerae O395,Vibrio cholerae,0.01562,21,20,19.45
GCF_000016245.1,GCF_030062725.1,Vibrio cholerae O395,Vibrio cholerae,0.00557,58,57,56.23
GCF_000016245.1,GCF_030580635.1,Vibrio cholerae O395,Vibrio metoecus,0.08704,10,9,8.35
GCF_000016245.1,GCF_030718725.1,Vibrio cholerae O395,Vibrio cholerae,0.00616,59,13,57.17
GCF_000016245.1,GCF_030718745.1,Vibrio cholerae O395,Vibrio cholerae,0.00616,59,13,57.17
GCF_000016245.1,GCF_030718765.1,Vibrio cholerae O395,Vibrio cholerae,0.00618,59,58,57.17
GCF_000016245.1,GCF_030718785.1,Vibrio cholerae O395,Vibrio cholerae,0.03565,22,21,20.38
GCF_000016245.1,GCF_032027525.2,Vibrio cholerae O395,Vibrio cholerae,0.01786,22,21,20.38
GCF_000016245.1,GCF_032841475.3,Vibrio cholerae O395,Vibrio cholerae,0.01663,19,15,17.29
GCF_000016245.1,GCF_032841535.3,Vibrio cholerae O395,Vibrio cholerae,0.01914,12,11,10.26
GCF_000016245.1,GCF_033803245.2,Vibrio cholerae O395,Vibrio cholerae,0.03353,16,15,14.40
GCF_000016245.1,GCF_034008165.1,Vibrio cholerae O395,Vibrio cholerae,0.00684,57,56,55.37
GCF_000016245.1,GCF_034008175.1,Vibrio cholerae O395,Vibrio cholerae,0.00604,58,57,56.23
GCF_000016245.1,GCF_034428235.1,Vibrio cholerae O395,Vibrio alfacsensis,0.23381,11,10,9.41
GCF_000016245.1,GCF_037101305.1,Vibrio cholerae O395,Vibrio cholerae,0.01944,21,20,19.45
GCF_000016245.1,GCF_039602145.1,Vibrio cholerae O395,Vibrio cholerae,0.01865,18,17,16.26
GCF_000016245.1,GCF_040235185.1,Vibrio cholerae O395,Vibrio metschnikovii,0.23131,11,8,9.41
GCF_000016245.1,GCF_040315585.1,Vibrio cholerae O395,Vibrio metschnikovii,0.23644,10,5,8.35
GCF_000016245.1,GCF_040412195.1,Vibrio cholerae O395,Vibrio cholerae,0.00643,58,56,56.23
GCF_000016245.1,GCF_040556435.1,Vibrio cholerae O395,Vibrio cholerae,0.00560,45,4,43.23
GCF_000016245.1,GCF_040588515.1,Vibrio cholerae O395,Vibrio metschnikovii,0.23511,10,7,8.35
GCF_000016245.1,GCF_040735825.1,Vibrio cholerae O395,Vibrio cholerae,0.01833,11,10,9.41
GCF_000016245.1,GCF_040805305.1,Vibrio cholerae O395,Vibrio cholerae,0.01941,11,9,9.41
GCF_000016245.1,GCF_041734175.1,Vibrio cholerae O395,Vibrio anguillarum,0.21416,11,9,9.41
GCF_000016245.1,GCF_041834225.2,Vibrio cholerae O395,Vibrio cholerae,0.00622,59,58,57.17
GCF_000016245.1,GCF_042604665.1,Vibrio cholerae O395,Vibrio cholerae,0.00684,58,11,56.23
GCF_000016245.1,GCF_042940635.1,Vibrio cholerae O395,Vibrio sp. NH-UV-68,0.23131,11,10,9.41
GCF_000016245.1,GCF_043754845.1,Vibrio cholerae O395,Vibrio cholerae,0.00570,42,3,40.36
GCF_000016245.1,GCF_043755855.1,Vibrio cholerae O395,Vibrio cholerae,0.00549,67,12,65.34
GCF_000016245.1,GCF_043756065.1,Vibrio cholerae O395,Vibrio cholerae,0.00552,68,14,66.37
GCF_000016245.1,GCF_043756335.1,Vibrio cholerae O395,Vibrio cholerae,0.00550,66,12,64.29
GCF_000016245.1,GCF_043757505.1,Vibrio cholerae O395,Vibrio cholerae,0.00555,61,22,59.39
GCF_000016245.1,GCF_043757815.1,Vibrio cholerae O395,Vibrio cholerae,0.00563,57,10,55.37
GCF_000016245.1,GCF_043758405.1,Vibrio cholerae O395,Vibrio cholerae,0.00549,67,12,65.34
GCF_000016245.1,GCF_043759795.1,Vibrio cholerae O395,Vibrio cholerae,0.00548,66,12,64.29
GCF_000016245.1,GCF_043760105.1,Vibrio cholerae O395,Vibrio cholerae,0.00554,59,10,57.17
GCF_000016245.1,GCF_043760675.1,Vibrio cholerae O395,Vibrio cholerae,0.00555,62,12,60.11
GCF_000016245.1,GCF_043762865.1,Vibrio cholerae O395,Vibrio cholerae,0.00558,58,8,56.23
GCF_000016245.1,GCF_043763295.1,Vibrio cholerae O395,Vibrio cholerae,0.00556,61,11,59.39
GCF_000016245.1,GCF_043763905.1,Vibrio cholerae O395,Vibrio cholerae,0.00560,56,34,54.25
GCF_000016245.1,GCF_043765735.1,Vibrio cholerae O395,Vibrio cholerae,0.00555,61,11,59.39
GCF_000016245.1,GCF_043766185.1,Vibrio cholerae O395,Vibrio cholerae,0.00552,66,12,64.29
GCF_000016245.1,GCF_043766955.1,Vibrio cholerae O395,Vibrio cholerae,0.00558,62,11,60.11
GCF_000016245.1,GCF_043769025.1,Vibrio cholerae O395,Vibrio cholerae,0.00538,67,12,65.34
GCF_000016245.1,GCF_044343075.1,Vibrio cholerae O395,Vibrio cholerae,0.00556,66,12,64.29
GCF_000016245.1,GCF_044343085.1,Vibrio cholerae O395,Vibrio cholerae,0.00559,67,12,65.34
GCF_000016245.1,GCF_044343165.1,Vibrio cholerae O395,Vibrio cholerae,0.00596,67,63,65.34
GCF_000016245.1,GCF_044784405.1,Vibrio cholerae O395,Vibrio cholerae,0.01956,10,7,8.35
GCF_000016245.1,GCF_044905045.1,Vibrio cholerae O395,Vibrio cholerae,0.00664,59,13,57.17
GCF_000016245.1,GCF_044905055.1,Vibrio cholerae O395,Vibrio cholerae,0.00651,58,13,56.23
GCF_000016245.1,GCF_045689275.1,Vibrio cholerae O395,Vibrio cholerae,0.01923,21,18,19.45
GCF_000016245.1,GCF_045689325.1,Vibrio cholerae O395,Vibrio cholerae V52,0.00384,70,12,68.18
GCF_000016245.1,GCF_046097525.1,Vibrio cholerae O395,Vibrio cholerae,0.01933,15,14,13.29
GCF_000016245.1,GCF_046736365.1,Vibrio cholerae O395,Vibrio cholerae C6706,0.00587,66,11,64.29
GCF_000016245.1,GCF_046850195.1,Vibrio cholerae O395,Vibrio aestuarianus subsp. francensis,0.22559,17,16,15.42
GCF_000016245.1,GCF_047524955.2,Vibrio cholerae O395,Vibrio cholerae,0.00684,57,56,55.37
GCF_000016245.1,GCF_049315005.1,Vibrio cholerae O395,Vibrio anguillarum,0.21090,10,9,8.35
GCF_000016245.1,GCF_050500225.1,Vibrio cholerae O395,Vibrio cholerae,0.00610,58,13,56.23
GCF_000016245.1,GCF_051046905.1,Vibrio cholerae O395,Vibrio cholerae,0.01889,16,11,14.40
GCF_000016245.1,GCF_051352415.1,Vibrio cholerae O395,Vibrio cidicii,0.19849,11,7,9.41
GCF_000016245.1,GCF_051903285.1,Vibrio cholerae O395,Vibrio cholerae,0.00002,91,0,89.23
GCF_000016245.1,GCF_051903295.1,Vibrio cholerae O395,Vibrio cholerae,0.00006,87,0,85.35
GCF_000016245.1,GCF_052271875.1,Vibrio cholerae O395,Vibrio cholerae,0.00000,94,0,92.26
GCF_000016245.1,GCF_052545415.1,Vibrio cholerae O395,Vibrio cholerae,0.01675,21,17,19.45
GCF_000016245.1,GCF_052956585.1,Vibrio cholerae O395,Vibrio cholerae,0.00625,58,16,56.23
GCF_000016245.1,GCF_053202865.1,Vibrio cholerae O395,Vibrio cholerae,0.01983,22,20,20.38
GCF_000016245.1,GCF_053220475.1,Vibrio cholerae O395,Vibrio cholerae,0.01693,23,19,21.19
GCF_000016245.1,GCF_053220495.1,Vibrio cholerae O395,Vibrio cholerae,0.01814,19,18,17.29
GCF_000016245.1,GCF_053220515.1,Vibrio cholerae O395,Vibrio cholerae,0.01659,21,20,19.45
GCF_000016245.1,GCF_053220535.1,Vibrio cholerae O395,Vibrio cholerae,0.01798,20,18,18.30
GCF_000016245.1,GCF_053220555.1,Vibrio cholerae O395,Vibrio cholerae,0.01933,21,19,19.45
GCF_000016245.1,GCF_053220575.1,Vibrio cholerae O395,Vibrio cholerae,0.01933,21,19,19.45
GCF_000016245.1,GCF_053220585.1,Vibrio cholerae O395,Vibrio cholerae,0.01687,15,13,13.29
GCF_000016245.1,GCF_053220615.1,Vibrio cholerae O395,Vibrio cholerae,0.01776,18,15,16.26
GCF_000016245.1,GCF_053220635.1,Vibrio cholerae O395,Vibrio cholerae,0.01745,23,18,21.19
GCF_000016245.1,GCF_053220655.1,Vibrio cholerae O395,Vibrio cholerae,0.01769,21,20,19.45
GCF_000016245.1,GCF_053220675.1,Vibrio cholerae O395,Vibrio cholerae,0.01738,23,22,21.19
GCF_000016245.1,GCF_053220695.1,Vibrio cholerae O395,Vibrio cholerae,0.01747,19,17,17.29
GCF_000016245.1,GCF_053220715.1,Vibrio cholerae O395,Vibrio cholerae,0.01735,21,20,19.45
GCF_000016245.1,GCF_054112565.1,Vibrio cholerae O395,Vibrio metschnikovii,0.23381,14,12,12.43
GCF_000016245.1,GCF_054906185.1,Vibrio cholerae O395,Vibrio cholerae,0.01697,14,13,12.43
GCF_000016245.1,GCF_055389885.1,Vibrio cholerae O395,Vibrio cholerae,0.01768,12,8,10.26
GCF_000016245.1,GCF_055797365.1,Vibrio cholerae O395,Vibrio cholerae,0.01887,16,15,14.40
GCF_000016245.1,GCF_056770475.1,Vibrio cholerae O395,Vibrio cholerae,0.00683,59,13,57.17
GCF_000016245.1,GCF_056770485.1,Vibrio cholerae O395,Vibrio cholerae,0.00609,59,13,57.17
GCF_000016245.1,GCF_056770535.1,Vibrio cholerae O395,Vibrio cholerae,0.00712,59,13,57.17
GCF_000016245.1,GCF_056770545.1,Vibrio cholerae O395,Vibrio cholerae,0.00611,59,13,57.17
GCF_000016245.1,GCF_056770575.1,Vibrio cholerae O395,Vibrio cholerae,0.00609,59,13,57.17
GCF_000016245.1,GCF_058215515.1,Vibrio cholerae O395,Vibrio cholerae,0.01723,22,20,20.38
GCF_000016245.1,GCF_059772125.1,Vibrio cholerae O395,Vibrio jasicida,0.24070,11,8,9.41
GCF_000016245.1,GCF_900185995.1,Vibrio cholerae O395,Vibrio cholerae,0.01767,14,13,12.43
GCF_000016245.1,GCF_900205735.1,Vibrio cholerae O395,Vibrio cholerae O1 biovar El Tor str. N16961,0.00551,67,12,65.34
GCF_000016245.1,GCF_900324425.1,Vibrio cholerae O395,Vibrio cholerae,0.00665,59,11,57.17
GCF_000016245.1,GCF_900324435.1,Vibrio cholerae O395,Vibrio cholerae,0.03394,20,19,18.30
GCF_000016245.1,GCF_900324445.1,Vibrio cholerae O395,Vibrio cholerae,0.00665,59,11,57.17
GCF_000016245.1,GCF_900324455.1,Vibrio cholerae O395,Vibrio cholerae,0.00665,59,11,57.17
GCF_000016245.1,GCF_900538065.1,Vibrio cholerae O395,Vibrio paracholerae,0.03607,21,16,19.45
GCF_000016245.1,GCF_937000105.1,Vibrio cholerae O395,Vibrio cholerae,0.00683,59,13,57.17
GCF_000021605.1,GCF_000021625.1,Vibrio cholerae M66-2,Vibrio cholerae O395,0.00549,44,9,42.21
GCF_000021605.1,GCF_000022585.1,Vibrio cholerae M66-2,Vibrio cholerae MJ-1236,0.00264,56,55,54.25
GCF_000021605.1,GCF_000166455.1,Vibrio cholerae M66-2,Vibrio cholerae O1 str. 2010EL-1786,0.00207,57,20,55.37
GCF_000021605.1,GCF_000250855.1,Vibrio cholerae M66-2,Vibrio cholerae IEC224,0.00201,53,19,51.15
GCF_000021605.1,GCF_000275645.1,Vibrio cholerae M66-2,Vibrio cholerae H1,0.00210,57,21,55.37
GCF_000021605.1,GCF_000765415.1,Vibrio cholerae M66-2,Vibrio cholerae,0.00291,58,20,56.23
GCF_000021605.1,GCF_000788715.2,Vibrio cholerae M66-2,Vibrio cholerae,0.00987,30,7,28.45
GCF_000021605.1,GCF_000829215.1,Vibrio cholerae M66-2,Vibrio cholerae MS6,0.00323,48,20,46.24
GCF_000021605.1,GCF_000963555.1,Vibrio cholerae M66-2,Vibrio cholerae O1 biovar El Tor,0.00207,58,20,56.23
