family,n_genomes,n_species,n_proteins
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_849,2,2,2
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_851,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_869,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_870,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_871,3,3,3
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_873,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_874,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_875,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_878,2,2,3
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_879,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_882,66,12,83
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_884,1,1,1
GCF_003691545.1|NZ_CP033144.1|NZ_CP033144.1_993,1,1,1
GCF_003691545.1|NZ_CP033144.1|NZ_CP033144.1_994,1,1,1
GCF_003691545.1|NZ_CP033144.1|NZ_CP033144.1_995,1,1,1
GCF_003691545.1|NZ_CP033144.1|NZ_CP033144.1_1000,1,1,1
GCF_003691545.1|NZ_CP033144.1|NZ_CP033144.1_1001,1,1,1
GCF_003691545.1|NZ_CP033144.1|NZ_CP033144.1_1006,2,2,2
GCF_003691545.1|NZ_CP033144.1|NZ_CP033144.1_1008,1,1,1
GCF_003691545.1|NZ_CP033144.1|NZ_CP033144.1_1012,1,1,1
GCF_003691545.1|NZ_CP033144.1|NZ_CP033144.1_1023,10,5,10
GCF_003691545.1|NZ_CP033144.1|NZ_CP033144.1_1026,1,1,1
GCF_003691545.1|NZ_CP033144.1|NZ_CP033144.1_1027,1,1,1
GCF_003691545.1|NZ_CP033144.1|NZ_CP033144.1_1028,1,1,1
GCF_003716875.1|NZ_CP033077.1|NZ_CP033077.1_38,5,3,6
GCF_003716875.1|NZ_CP033077.1|NZ_CP033077.1_40,5,4,5
GCF_003726935.1|NZ_CP033577.1|NZ_CP033577.1_3247,1,1,1
GCF_003726935.1|NZ_CP033577.1|NZ_CP033577.1_3248,1,1,1
GCF_003726935.1|NZ_CP033577.1|NZ_CP033577.1_3249,1,1,1
GCF_003726935.1|NZ_CP033577.1|NZ_CP033577.1_3250,5,4,5
GCF_003726935.1|NZ_CP033577.1|NZ_CP033577.1_3251,1,1,1
GCF_003726935.1|NZ_CP033577.1|NZ_CP033577.1_3253,1,1,1
GCF_003726935.1|NZ_CP033577.1|NZ_CP033577.1_3254,1,1,1
GCF_003726935.1|NZ_CP033577.1|NZ_CP033577.1_3255,4,4,4
GCF_003726935.1|NZ_CP033578.1|NZ_CP033578.1_1450,1,1,1
GCF_003726935.1|NZ_CP033578.1|NZ_CP033578.1_1451,1,1,1
GCF_003726935.1|NZ_CP033578.1|NZ_CP033578.1_1452,1,1,1
GCF_003726935.1|NZ_CP033578.1|NZ_CP033578.1_1453,1,1,1
GCF_003942025.1|NZ_CP034240.1|NZ_CP034240.1_1543,3,3,3
GCF_003942025.1|NZ_CP034240.1|NZ_CP034240.1_1735,2,2,2
GCF_003942025.1|NZ_CP034240.1|NZ_CP034240.1_1736,2,2,2
GCF_003942025.1|NZ_CP034240.1|NZ_CP034240.1_1737,2,2,2
GCF_003942025.1|NZ_CP034240.1|NZ_CP034240.1_1740,2,2,2
GCF_003942025.1|NZ_CP034240.1|NZ_CP034240.1_1741,2,2,2
GCF_003942025.1|NZ_CP034241.1|NZ_CP034241.1_600,3,3,3
GCF_003942025.1|NZ_CP034241.1|NZ_CP034241.1_610,1,1,1
GCF_003942025.1|NZ_CP034241.1|NZ_CP034241.1_612,4,4,4
GCF_003942025.1|NZ_CP034238.1|NZ_CP034238.1_11,1,1,3
GCF_003942025.1|NZ_CP034238.1|NZ_CP034238.1_12,1,1,3
GCF_003942025.1|NZ_CP034238.1|NZ_CP034238.1_15,1,1,3
GCF_003942025.1|NZ_CP034238.1|NZ_CP034238.1_264,1,1,2
GCF_003942025.1|NZ_CP034238.1|NZ_CP034238.1_290,1,1,1
GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1345,1,1,1
GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1346,1,1,1
GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1348,38,11,53
GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1373,3,2,3
GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1376,3,1,3
GCF_004328575.1|NZ_CP036500.1|NZ_CP036500.1_292,2,2,2
GCF_004328575.1|NZ_CP036500.1|NZ_CP036500.1_295,4,1,4
GCF_004328575.1|NZ_CP036500.1|NZ_CP036500.1_297,1,1,1
GCF_004328575.1|NZ_CP036500.1|NZ_CP036500.1_298,1,1,1
GCF_004328575.1|NZ_CP036500.1|NZ_CP036500.1_314,1,1,1
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1314,7,3,7
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1315,1,1,1
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1319,6,3,7
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1322,1,1,1
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1325,9,4,13
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1327,6,4,6
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1329,2,1,2
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1331,6,2,6
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1332,5,1,7
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1334,2,2,2
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1339,1,1,1
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1340,1,1,1
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1345,1,1,2
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1351,1,1,1
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1353,1,1,1
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1358,3,2,3
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1375,28,11,30
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1377,1,1,1
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1404,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_539,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_545,4,1,4
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_549,4,2,5
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_554,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_555,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_556,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_557,1,1,2
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_559,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_564,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_566,3,2,3
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_567,8,5,8
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_570,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_582,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_583,3,1,3
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_591,6,4,6
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_592,10,5,10
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_594,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_595,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_617,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_618,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_622,7,4,7
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_624,4,4,5
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_626,2,2,2
GCF_008693685.1|NZ_CP044069.1|NZ_CP044069.1_1594,2,2,2
GCF_009601765.2|NZ_CP045700.1|NZ_CP045700.1_861,1,1,1
GCF_009601765.2|NZ_CP045700.1|NZ_CP045700.1_862,1,1,1
GCF_009601765.2|NZ_CP045700.1|NZ_CP045700.1_863,1,1,1
GCF_009601765.2|NZ_CP058324.1|NZ_CP058324.1_32,1,1,1
GCF_009601765.2|NZ_CP058324.1|NZ_CP058324.1_33,1,1,1
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_115,3,3,3
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_116,3,1,5
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_117,1,1,1
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_119,1,1,1
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_121,1,1,1
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_129,1,1,1
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_135,4,3,4
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_145,1,1,1
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_146,1,1,1
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_159,1,1,1
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_165,2,2,2
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_166,1,1,1
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_178,1,1,1
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_198,65,8,78
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_200,40,14,52
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_202,1,1,1
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_203,1,1,1
GCF_009665195.1|NZ_CP035683.1|NZ_CP035683.1_204,1,1,1
GCF_009665255.1|NZ_CP035687.1|NZ_CP035687.1_78,1,1,1
GCF_009665255.1|NZ_CP035687.1|NZ_CP035687.1_915,7,6,7
GCF_009665255.1|NZ_CP035687.1|NZ_CP035687.1_916,2,2,3
GCF_009665255.1|NZ_CP035687.1|NZ_CP035687.1_926,1,1,2
GCF_009665255.1|NZ_CP035687.1|NZ_CP035687.1_929,11,7,11
GCF_009665255.1|NZ_CP035687.1|NZ_CP035687.1_930,4,4,4
GCF_009665255.1|NZ_CP035687.1|NZ_CP035687.1_944,1,1,1
GCF_009665255.1|NZ_CP035687.1|NZ_CP035687.1_947,1,1,1
GCF_009665255.1|NZ_CP035687.1|NZ_CP035687.1_950,1,1,1
GCF_009665275.1|NZ_CP035689.1|NZ_CP035689.1_402,6,3,6
GCF_009665275.1|NZ_CP035689.1|NZ_CP035689.1_417,1,1,1
GCF_009665275.1|NZ_CP035689.1|NZ_CP035689.1_419,1,1,1
GCF_009665275.1|NZ_CP035689.1|NZ_CP035689.1_420,5,4,5
GCF_009665275.1|NZ_CP035689.1|NZ_CP035689.1_423,1,1,1
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_390,6,5,6
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_391,4,2,6
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_401,2,1,2
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_407,5,4,5
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_418,5,4,5
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_420,3,2,3
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_424,4,3,4
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_426,4,2,9
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_431,11,7,11
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_438,3,2,3
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_440,4,2,4
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_441,15,9,15
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_444,3,1,6
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_481,4,2,4
GCF_009665395.1|NZ_CP035698.1|NZ_CP035698.1_486,8,4,9
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1807,7,2,7
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1809,6,1,6
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1815,3,2,3
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1817,4,1,4
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1819,4,2,4
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1823,3,2,3
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1835,3,2,3
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1836,8,1,8
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1839,7,2,7
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1844,7,3,9
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1854,78,17,88
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1857,3,2,3
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1864,4,2,4
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1866,3,2,3
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1870,6,5,8
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1874,3,2,3
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1877,3,2,3
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1878,11,7,12
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1880,3,2,4
GCF_009665495.1|NZ_CP035701.1|NZ_CP035701.1_1889,6,3,6
GCF_009763025.1|NZ_CP046776.1|NZ_CP046776.1_1238,2,2,2
GCF_009763025.1|NZ_CP046776.1|NZ_CP046776.1_1239,1,1,1
GCF_009763025.1|NZ_CP046776.1|NZ_CP046776.1_1257,1,1,1
GCF_009763025.1|NZ_CP046776.1|NZ_CP046776.1_1265,1,1,1
GCF_009763025.1|NZ_CP046776.1|NZ_CP046776.1_1272,3,2,3
GCF_009763025.1|NZ_CP046776.1|NZ_CP046776.1_1273,1,1,1
GCF_009763025.1|NZ_CP046776.1|NZ_CP046776.1_1279,6,6,6
GCF_009763025.1|NZ_CP046776.1|NZ_CP046776.1_1283,1,1,1
GCF_009763025.1|NZ_CP046776.1|NZ_CP046776.1_1284,1,1,1
GCF_009763025.1|NZ_CP046776.1|NZ_CP046776.1_1286,1,1,1
GCF_009763065.1|NZ_CP046750.1|NZ_CP046750.1_86,10,3,12
GCF_009763065.1|NZ_CP046750.1|NZ_CP046750.1_92,1,1,1
GCF_009763065.1|NZ_CP046750.1|NZ_CP046750.1_96,7,6,7
GCF_009763065.1|NZ_CP046750.1|NZ_CP046750.1_99,2,2,2
GCF_009763065.1|NZ_CP046750.1|NZ_CP046750.1_102,1,1,1
GCF_009763065.1|NZ_CP046750.1|NZ_CP046750.1_112,1,1,1
GCF_009763065.1|NZ_CP046750.1|NZ_CP046750.1_118,1,1,1
GCF_009763065.1|NZ_CP046750.1|NZ_CP046750.1_995,1,1,1
GCF_009763065.1|NZ_CP046750.1|NZ_CP046750.1_998,6,5,6
GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1825,1,1,1
GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1826,1,1,1
GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1827,1,1,1
GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1843,1,1,1
GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1850,9,3,11
GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1853,1,1,1
GCF_009763085.1|NZ_CP046772.1|NZ_CP046772.1_1867,9,4,10
GCF_009763445.1|NZ_CP046763.1|NZ_CP046763.1_2906,2,1,2
GCF_009763445.1|NZ_CP046763.1|NZ_CP046763.1_2912,2,1,2
GCF_009763445.1|NZ_CP046763.1|NZ_CP046763.1_2913,2,1,2
GCF_009763445.1|NZ_CP046763.1|NZ_CP046763.1_2917,2,1,2
GCF_009763445.1|NZ_CP046763.1|NZ_CP046763.1_2920,2,1,2
GCF_009763445.1|NZ_CP046763.1|NZ_CP046763.1_2929,2,1,2
GCF_009763465.1|NZ_CP046767.1|NZ_CP046767.1_909,1,1,1
GCF_009763465.1|NZ_CP046768.1|NZ_CP046768.1_1199,1,1,1
GCF_009763465.1|NZ_CP046768.1|NZ_CP046768.1_1200,1,1,1
GCF_009763465.1|NZ_CP046768.1|NZ_CP046768.1_1201,1,1,1
GCF_009763485.1|NZ_CP046816.1|NZ_CP046816.1_225,1,1,1
GCF_009763485.1|NZ_CP046816.1|NZ_CP046816.1_227,1,1,1
GCF_009763485.1|NZ_CP046816.1|NZ_CP046816.1_282,1,1,1
GCF_009763485.1|NZ_CP046816.1|NZ_CP046816.1_283,1,1,1
GCF_009763485.1|NZ_CP046816.1|NZ_CP046816.1_298,1,1,1
GCF_009763485.1|NZ_CP046816.1|NZ_CP046816.1_303,1,1,1
GCF_009763485.1|NZ_CP046816.1|NZ_CP046816.1_307,1,1,1
GCF_009763485.1|NZ_CP046816.1|NZ_CP046816.1_309,3,3,3
GCF_009763485.1|NZ_CP046816.1|NZ_CP046816.1_311,1,1,1
GCF_009763485.1|NZ_CP046816.1|NZ_CP046816.1_312,1,1,1
GCF_009763545.1|NZ_CP046782.1|NZ_CP046782.1_1824,3,2,3
GCF_009763545.1|NZ_CP046782.1|NZ_CP046782.1_1825,2,1,2
GCF_009763545.1|NZ_CP046782.1|NZ_CP046782.1_1826,2,1,2
GCF_009763545.1|NZ_CP046782.1|NZ_CP046782.1_1831,1,1,1
GCF_009763545.1|NZ_CP046782.1|NZ_CP046782.1_1842,1,1,1
GCF_009763545.1|NZ_CP046782.1|NZ_CP046782.1_1843,2,2,2
GCF_009763545.1|NZ_CP046782.1|NZ_CP046782.1_1848,1,1,1
GCF_009763545.1|NZ_CP046782.1|NZ_CP046782.1_1851,2,1,2
GCF_009763545.1|NZ_CP046782.1|NZ_CP046782.1_1859,1,1,1
GCF_009763545.1|NZ_CP046782.1|NZ_CP046782.1_1861,5,3,5
GCF_009763545.1|NZ_CP046782.1|NZ_CP046782.1_1868,1,1,1
GCF_009763665.1|NZ_CP046839.1|NZ_CP046839.1_1610,2,1,2
GCF_009763665.1|NZ_CP046839.1|NZ_CP046839.1_1612,13,4,14
GCF_009763665.1|NZ_CP046838.1|NZ_CP046838.1_676,1,1,1
GCF_009763665.1|NZ_CP046838.1|NZ_CP046838.1_678,26,9,29
GCF_009763665.1|NZ_CP046838.1|NZ_CP046838.1_686,3,1,4
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_463,1,1,1
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_464,1,1,1
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_469,2,1,2
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_473,3,3,3
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_477,1,1,1
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_479,1,1,3
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_490,1,1,1
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_492,1,1,1
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_495,1,1,1
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_496,1,1,1
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_497,2,1,2
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_498,2,1,2
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_511,5,4,7
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_517,1,1,2
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_529,3,3,3
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_531,1,1,1
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_532,1,1,1
GCF_009763705.1|NZ_CP046801.1|NZ_CP046801.1_534,1,1,1
GCF_009763725.1|NZ_CP046791.1|NZ_CP046791.1_1551,13,7,18
GCF_009763725.1|NZ_CP046791.1|NZ_CP046791.1_1556,1,1,1
GCF_009763725.1|NZ_CP046791.1|NZ_CP046791.1_1557,1,1,1
GCF_009763725.1|NZ_CP046791.1|NZ_CP046791.1_1558,1,1,1
GCF_009763725.1|NZ_CP046791.1|NZ_CP046791.1_1569,1,1,1
GCF_009763845.1|NZ_CP046814.1|NZ_CP046814.1_2041,3,2,3
GCF_009763845.1|NZ_CP046814.1|NZ_CP046814.1_2052,3,3,3
GCF_009763845.1|NZ_CP046814.1|NZ_CP046814.1_2065,6,3,6
GCF_009763865.1|NZ_CP046818.1|NZ_CP046818.1_1026,5,4,5
GCF_009763865.1|NZ_CP046818.1|NZ_CP046818.1_1027,1,1,1
GCF_009763865.1|NZ_CP046818.1|NZ_CP046818.1_1051,2,2,2
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_1,1,1,1
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_3,2,1,2
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_9,2,1,2
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_10,2,1,2
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_11,2,1,2
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_12,2,1,2
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_13,2,1,2
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_22,2,1,2
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_34,2,1,2
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_39,2,1,2
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_48,2,1,2
GCF_013357825.1|NZ_CP053823.1|NZ_CP053823.1_519,3,1,3
GCF_013357825.1|NZ_CP053823.1|NZ_CP053823.1_529,3,1,3
GCF_013357825.1|NZ_CP053823.1|NZ_CP053823.1_539,41,8,69
GCF_013357845.1|NZ_CP053817.1|NZ_CP053817.1_268,2,1,2
GCF_013357845.1|NZ_CP053817.1|NZ_CP053817.1_275,2,1,2
GCF_013357845.1|NZ_CP053817.1|NZ_CP053817.1_304,2,1,2
GCF_013357845.1|NZ_CP053817.1|NZ_CP053817.1_305,2,1,2
GCF_013357845.1|NZ_CP053817.1|NZ_CP053817.1_314,2,1,2
GCF_013368735.1|NZ_CP054704.1|NZ_CP054704.1_72,1,1,1
GCF_013368735.1|NZ_CP054704.1|NZ_CP054704.1_73,1,1,1
GCF_013368735.1|NZ_CP054704.1|NZ_CP054704.1_125,1,1,1
GCF_013368735.1|NZ_CP054704.1|NZ_CP054704.1_126,2,2,2
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1600,20,7,24
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1602,1,1,1
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1603,1,1,1
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1608,1,1,1
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1609,2,1,2
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1611,7,4,8
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1615,3,1,3
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1656,1,1,1
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1662,7,6,7
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1673,2,2,2
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1678,1,1,1
GCF_013393845.1|NZ_CP040100.1|NZ_CP040100.1_1686,4,3,4
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1951,3,1,3
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1952,1,1,1
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1957,1,1,1
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1958,1,1,1
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1960,1,1,1
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1961,2,2,2
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1969,2,2,2
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1970,3,2,4
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1978,1,1,1
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1985,7,6,7
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1991,1,1,1
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1994,1,1,1
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1995,1,1,1
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_1997,4,4,4
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_2003,2,2,2
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_2006,1,1,1
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_2008,1,1,1
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_2010,1,1,1
GCF_013393885.1|NZ_CP040103.1|NZ_CP040103.1_2022,1,1,1
GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2181,3,2,3
GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2188,2,2,2
GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2189,1,1,1
GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2192,3,3,3
GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2194,1,1,1
GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2196,7,6,7
GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2206,2,1,2
GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2210,1,1,1
GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2211,3,2,3
GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2212,2,1,2
GCF_014107515.1|NZ_CP044206.1|NZ_CP044206.1_2218,1,1,1
GCF_014211935.1|NZ_CP060047.1|NZ_CP060047.1_200,1,1,1
GCF_014211935.1|NZ_CP060047.1|NZ_CP060047.1_219,1,1,1
GCF_014211935.1|NZ_CP060047.1|NZ_CP060047.1_221,3,2,4
GCF_014211935.1|NZ_CP060047.1|NZ_CP060047.1_223,1,1,1
GCF_014211935.1|NZ_CP060047.1|NZ_CP060047.1_229,1,1,1
GCF_014211935.1|NZ_CP060047.1|NZ_CP060047.1_231,4,3,4
GCF_014211935.1|NZ_CP060047.1|NZ_CP060047.1_236,2,1,2
GCF_014211935.1|NZ_CP060047.1|NZ_CP060047.1_238,2,2,2
GCF_014211935.1|NZ_CP060047.1|NZ_CP060047.1_247,4,2,4
GCF_014211935.1|NZ_CP060047.1|NZ_CP060047.1_250,1,1,1
GCF_014788305.1|NZ_CP061845.1|NZ_CP061845.1_62,1,1,1
GCF_014788305.1|NZ_CP061845.1|NZ_CP061845.1_73,3,3,4
